character,story,archetype,Care,Fairness,Loyalty,Authority,Sanctity,Liberty,overall_morality
Meredith Grey,Meredith Grey/Grey's Anatomy,Heroes,0.2423255256247792,0.3776405143721024,0.5314425313035984,-0.29615306961766463,0.031197902022406198,0.626861861363975,0.25221921084486615
Cristina Yang,Cristina Yang/Grey's Anatomy,Demon-Heroes,-0.10146714662539111,0.13538554567916541,0.33574612204513515,-0.2461042314817606,-0.21713705724633853,0.6768704227131863,0.09721560918066612
Izzie Stevens,Izzie Stevens/Grey's Anatomy,Diva-Adventurers,0.326111545168187,0.21533166752364202,0.29902486468753164,-0.24722268616791845,0.18396316767765591,0.1245035876377166,0.15028535775446913
Alex Karev,Alex Karev/Grey's Anatomy,Adventurer-Demon-Heroes,-0.1403938564883407,-0.02538822883254123,0.16307045348367938,-0.6628895379460485,-0.38098807518948724,0.7220329813889325,-0.054092710597300975
George O'Malley,George O'Malley/Grey's Anatomy,Outcast-Angels,0.7691702532032201,0.6619114218712777,0.5488978199596395,0.5795142367567278,0.7968521209985224,-0.5452738230810155,0.46851200495139533
Miranda Bailey,Miranda Bailey/Grey's Anatomy,Heroes,0.32037739408946864,0.49162698626230067,0.6518624957866421,0.15292064990994217,0.23232657022813835,0.3916714590874555,0.37346425922732457
Richard Webber,Richard Webber/Grey's Anatomy,Heroes,0.45296023001984687,0.5466065894987706,0.6817418271208053,0.4104834411733355,0.3630724988673254,0.15210370439869286,0.43449471517979615
Preston Burke,Preston Burke/Grey's Anatomy,Traditionalist-Demon-Heroes,-0.16109408775714512,-0.0030313448812390193,0.22694153537897352,0.15438437244023284,-0.19198436565795843,0.3252709999796099,0.05841451825041228
Derek Shepherd,Derek Shepherd/Grey's Anatomy,Adventurer-Heroes,0.4435374410410382,0.48646224341132777,0.5977142563930429,0.004871660924207052,0.29944588918213905,0.3791731508183155,0.3685341069616784
Addison Montgomery,Addison Montgomery/Grey's Anatomy,Heroes,0.15732679612418243,0.26668350087066545,0.4455419978221358,-0.17850298358033367,-0.02597589753976467,0.5987864161518347,0.21064330497478667
Chris Washington,Chris Washington/Get Out,Angel-Heroes,0.7707373311711304,0.8430109929762615,0.7005656159386898,0.2459672046962568,0.6560658659930816,0.13834003379453358,0.5591145074283256
Rose Armitage,Rose Armitage/Get Out,Traditionalist-Demon-Heroes,-0.5929529419338114,-0.46992582661193405,-0.14807631209760727,-0.2269283129282054,-0.6303737128000684,0.36617711872467096,-0.2836799979411592
Dean Armitage,Dean Armitage/Get Out,Diva-Demon-Heroes,-0.5625632180271011,-0.4452295673146659,-0.10044009484243673,-0.25399923295337357,-0.6040367038003472,0.40516990040527745,-0.2601831527554412
Jeremy Armitage,Jeremy Armitage/Get Out,Demons,-0.764610727280761,-0.724600896287783,-0.4036138090124599,-0.6182261927046993,-0.8348646838426814,0.32745099796186444,-0.5030775518610867
Missy Armitage,Missy Armitage/Get Out,Traditionalist-Demon-Heroes,-0.5283173918827316,-0.42446089981764035,-0.094144244303496,-0.1944809230580371,-0.5733546514026554,0.3444756594485132,-0.2450470751693412
Rod Williams,Rod Williams/Get Out,Adventurer-Angel-Heroes,0.7253469631660818,0.7362367286463939,0.7240394556422264,0.00911019815726887,0.5786104993484121,0.1740685658343129,0.49123540179911607
Huckleberry Finn,Huckleberry Finn/Adventures of Huckleberry Finn,Adventurers,0.15718689834707875,0.16005506089531166,0.2268054051314161,-0.583171273574403,0.0073287684779481214,0.4783346843080851,0.07442325726423946
Jim,Jim/Adventures of Huckleberry Finn,Lone Wolf-Angel-Heroes,0.805849953926922,0.8391114731739344,0.7018460011552387,0.43329808550062193,0.7541202038537435,-0.08072787750416235,0.5755829733510497
Olivia Benson,Olivia Benson/Law & Order: SVU,Heroes,0.5791772375797173,0.7089527715878259,0.7725184321496381,0.16966378976123342,0.4475244631957253,0.37258897404550473,0.5084042780532742
John Munch,John Munch/Law & Order: SVU,Heroes,0.2836493147055632,0.45171795711427554,0.5881671273030133,0.11573833562289595,0.16634999072949377,0.39075354499500364,0.33272937841170763
Donald Cragen,Donald Cragen/Law & Order: SVU,Traditionalist-Heroes,0.3543908670163688,0.4731887887567335,0.6072686276573895,0.475754967958816,0.30699058199415125,0.08615715929737833,0.3839584987801396
Elliot Stabler,Elliot Stabler/Law & Order: SVU,Brute-Heroes,0.09596369549441891,0.2579376050772514,0.5467301138526803,-0.11429259229373001,-0.07041645499320819,0.5199545657578856,0.20597948881588302
Odafin Tutuola,Odafin Tutuola/Law & Order: SVU,Lone Wolf-Heroes,0.3724806341426206,0.5351361301288688,0.639819366136854,-0.14386882772597503,0.17638909578253384,0.5595645587933394,0.35658682620970694
Melinda Warner,Melinda Warner/Law & Order: SVU,Angel-Heroes,0.5604772975816517,0.6981431894062669,0.688154088129345,0.3655266497779528,0.4959452048467052,0.20954097076044614,0.5029645667503947
Mitch Buchannon,Mitch Buchannon/Baywatch,Brute-Adventurer-Heroes,0.35185844913917425,0.402821855771939,0.5611420380762908,-0.10562496821796044,0.19619723811309187,0.4188079568834033,0.30420042829432314
Hobie Buchannon,Hobie Buchannon/Baywatch,Brute-Adventurers,0.037386194441097316,-0.0218070031745605,0.13700521243914618,-0.4006893805403804,-0.09997738046016438,0.2689401721992219,-0.013190364182606653
Michael 'Newmie' Newman,Michael 'Newmie' Newman/Baywatch,Brute-Heroes,0.2411104671620651,0.31358703515748765,0.5538127501286575,0.16996895120702799,0.12845004109846886,0.245727546498142,0.2754427985419748
C.J. Parker,C.J. Parker/Baywatch,Sophisticate-Adventurer-Heroes,0.4187391726957558,0.35763832775754084,0.3915569004092296,-0.15502472617285945,0.29252525572638394,0.1976133412795798,0.2505080452826051
Garner Ellerbee,Garner Ellerbee/Baywatch,Brute-Outcast-Heroes,0.322632092107495,0.36398876729632296,0.5816565111087597,0.36278057985985973,0.2619088356372708,-0.01151473156400113,0.3135753424076178
Stephanie Holden,Stephanie Holden/Baywatch,Heroes,0.5710401655621999,0.6682157270443817,0.7201336908841244,0.30610918451504804,0.4915712414526405,0.2617720776237124,0.5031403478470178
Willy Wonka,Willy Wonka/Willy Wonka & the Chocolate Factory,Geek-Adventurer-Demons,-0.20318342643584922,-0.11681505232922894,0.03350442057099844,-0.6683423353005935,-0.31935292213803995,0.6641870530841849,-0.10166704375808804
Grandpa Joe,Grandpa Joe/Willy Wonka & the Chocolate Factory,Outcast-Adventurer-Angels,0.6637207605186142,0.5919733575082373,0.5755686612290392,0.3256862150322219,0.6119341444079575,-0.22417302562017824,0.42411835217931526
Charlie Bucket,Charlie Bucket/Willy Wonka & the Chocolate Factory,Angels,0.827969556115171,0.7643323699152923,0.6139453206862175,0.43015675247387797,0.8510970698888848,-0.27187747066120144,0.5359372664030404
Buffy Summers,Buffy Summers/Buffy the Vampire Slayer,Adventurer-Heroes,0.29400877542701953,0.42665059864650173,0.5787647248591695,-0.42914764135139905,0.08048912178301713,0.7099002665898266,0.2767776409923559
Xander Harris,Xander Harris/Buffy the Vampire Slayer,Outcast-Adventurer-Fools,0.28924880244030676,0.1379159323824842,0.18296632173325725,-0.08099038186902073,0.19832078476347376,-0.25552547785153673,0.07865599693316074
Willow Rosenberg,Willow Rosenberg/Buffy the Vampire Slayer,Geek-Angel-Heroes,0.7328125663685396,0.7628785274927419,0.6510866253125395,0.2883093392352453,0.7004211879605373,-0.050085972200571136,0.5142370456948387
Cordelia Chase,Cordelia Chase/Buffy the Vampire Slayer,Diva-Demon-Heroes,-0.19516626403765874,-0.2049107122478875,0.07998644297141558,-0.35536072311205774,-0.32779937367149314,0.4170388008581792,-0.09770197153991707
Rupert Giles,Rupert Giles/Buffy the Vampire Slayer,Angel-Heroes,0.5117033193347673,0.6235338852405448,0.6627053006087718,0.46883503451741393,0.47692991144772423,0.08874595382359915,0.4720755674954702
Angel,Angel/Buffy the Vampire Slayer,Outcast-Demon-Heroes,-0.016110429038346086,0.1593869179474238,0.30960467867549346,-0.17279684690667965,-0.15958835211423666,0.5223066149400092,0.10713376391727736
Jonas Kahnwald,Jonas Kahnwald/Dark,Geek-Outcast-Heroes,0.38679180506151767,0.49275921143610496,0.4714513160495951,0.00918692733252761,0.3158476980462873,0.2176965614237555,0.3156222532249647
Charlotte Doppler,Charlotte Doppler/Dark,Traditionalist-Heroes,0.28330716577432813,0.44514294845340074,0.5477580485233415,0.2792818897598404,0.23871209417463207,0.22975755066077738,0.3373266162243867
Martha Nielsen,Martha Nielsen/Dark,Heroes,0.4078730166109285,0.4822826603551104,0.5479260749216182,0.007971014507912294,0.27804336438928934,0.33670285818034434,0.3434664981608672
Hannah Kahnwald,Hannah Kahnwald/Dark,Outcast-Demons,-0.6490123938731713,-0.603288118160225,-0.3597666710242764,-0.6755969976193092,-0.7741123581611552,0.4666543655468879,-0.43252036221520823
Peter Doppler,Peter Doppler/Dark,Geek-Outcast-Traditionalists,0.058573385640889486,0.01481872386840031,-0.0617341026879222,0.4060755806182142,0.094221453800821,-0.43217052759584007,0.013297418940760456
Katharina Nielsen,Katharina Nielsen/Dark,Outcast-Demon-Heroes,-0.06835627027628587,0.024329478649465688,0.38542980130442817,-0.19122369436282072,-0.23694697276034596,0.4221515108335231,0.05589730889799407
Holden Ford,Holden Ford/Mindhunter,Geek-Heroes,0.3107663707651747,0.4320987785351847,0.54308677047585,-0.04126466558609779,0.21883010642376458,0.3728385052776892,0.30605931098192757
Bill Tench,Bill Tench/Mindhunter,Brute-Traditionalist-Heroes,0.19660540773807877,0.3394243508366388,0.530982653391335,0.29643682723199904,0.11156609939874379,0.20916783113679377,0.28069719495559814
Dr. Wendy Carr,Dr. Wendy Carr/Mindhunter,Heroes,0.263857901270448,0.4489657165872764,0.5011468978200739,0.14857122486892266,0.17865745384285014,0.41248301259478215,0.3256137011640589
Claire Randall,Claire Randall/Outlander,Heroes,0.5359677324254292,0.6446573709722231,0.7104162895087732,-0.04475802867991269,0.37290653440282395,0.5186561060928654,0.4563076674537004
Jamie Fraser,Jamie Fraser/Outlander,Brute-Adventurer-Heroes,0.6059766326520512,0.6912346161968919,0.7544052489418086,-0.019374004254245715,0.45108472393707844,0.40026615545599264,0.4805988954882629
Murtagh Fraser,Murtagh Fraser/Outlander,Outcast-Lone Wolf-Heroes,0.30266152515578487,0.4358925848699381,0.5832346294705497,-0.16692055813698908,0.12806009511533623,0.45193411808287415,0.28914373242624897
Dr. Spencer Reid,Dr. Spencer Reid/Criminal Minds,Geek-Angel-Heroes,0.5607990748930922,0.6833411682255514,0.6544257378177307,0.32738267981661373,0.5380668447650796,0.11218017276624313,0.4793659463807185
Penelope Garcia,Penelope Garcia/Criminal Minds,Adventurer-Angel-Heroes,0.6343148578783209,0.613589478810014,0.5522662610706097,-0.07828744912884032,0.5268550156369728,0.14492371107366825,0.39894364589012427
Jennifer Jareau,Jennifer Jareau/Criminal Minds,Angel-Heroes,0.7417326217556073,0.7874038631009999,0.7834001633100668,0.402057123909646,0.653619732723871,0.10960378713734027,0.5796362153229219
David Rossi,David Rossi/Criminal Minds,Heroes,0.3999136763683606,0.5335303257964855,0.6735055048289356,0.16983875875536805,0.2617711539794432,0.41145342377471633,0.40833547391721825
Aaron Hotchner,Aaron Hotchner/Criminal Minds,Traditionalist-Heroes,0.23908152108063435,0.41267222209743565,0.5638360540954189,0.3350712142992774,0.17968335404655464,0.2581433521797823,0.33141461963318386
Derek Morgan,Derek Morgan/Criminal Minds,Brute-Adventurer-Heroes,0.5122128957720092,0.607379319794586,0.6908709983626198,-0.022807844251151847,0.3310097924491925,0.4336941053226426,0.4253932112416497
Danny Ocean,Danny Ocean/Ocean's 11,Adventurer-Heroes,0.1436924184549303,0.28214486398624805,0.40978856680623715,-0.33035571693643834,-0.035029341982190626,0.6989879651268862,0.1948714592426121
Rusty Ryan,Rusty Ryan/Ocean's 11,Sophisticate-Adventurer-Heroes,0.053666429722376174,0.15989184479674945,0.2686297967582768,-0.5173419974245156,-0.1520087713074271,0.7089232304066277,0.0869600888253479
Linus Caldwell,Linus Caldwell/Ocean's 11,Outcast-Angel-Heroes,0.5598748140310522,0.5742148881006588,0.5823989788591798,0.5008187872652694,0.5602054057511394,-0.1942976717125491,0.430535867049125
Basher Tarr,Basher Tarr/Ocean's 11,Outcast-Adventurer-Heroes,0.34479254406409665,0.426219892701482,0.46761059770567887,-0.3374562071342558,0.17223696030756258,0.41447835356262297,0.24798035686786454
Terry Benedict,Terry Benedict/Ocean's 11,Traditionalist-Demon-Heroes,-0.5717490859992713,-0.43909170610480497,-0.0876941829856002,-0.20287050834497153,-0.6344881293219444,0.43435088872234456,-0.25025712067237466
Tess Ocean,Tess Ocean/Ocean's 11,Heroes,0.3667420051222774,0.4390406368982813,0.5280272346724693,0.13796596650349693,0.23852673327796067,0.37292776848422443,0.3472050574931183
Chris Kyle,Chris Kyle/American Sniper,Heroes,0.28028897375816986,0.4621939481669672,0.6409568347612926,0.1126372894851675,0.18574453214309938,0.3761530571720669,0.34299577258112723
Taya Kyle,Taya Kyle/American Sniper,Diva-Angel-Heroes,0.660185452714341,0.62346284848728,0.6704841829881377,0.5248707448766248,0.5895447141464063,-0.15558520765715927,0.48549378925927167
Odysseus,Odysseus/The Odyssey,Adventurer-Demon-Heroes,-0.03913141800516515,0.0925249887597579,0.3379247037208117,-0.4734019272728921,-0.21942512469999242,0.7355208562280173,0.07233534645508954
Telemachus,Telemachus/The Odyssey,Brute-Outcast-Heroes,0.34229281252151955,0.3818425842664639,0.6322972815160253,0.23252517730500943,0.2608216537413065,0.09865985272929102,0.324739893679936
Penelope,Penelope/The Odyssey,Angel-Heroes,0.64811727790808,0.6782384825441748,0.6851996099044158,0.44324744744211253,0.597604164870182,0.03385943118004735,0.5143777356415021
John B,John B/Outer Banks,Adventurer-Heroes,0.4081768311085172,0.4387177838599529,0.5013285475947504,-0.3899727485370849,0.21212854204356293,0.48141450965301114,0.27529891095378495
Sarah Cameron,Sarah Cameron/Outer Banks,Diva-Adventurer-Heroes,0.5032293548378676,0.43140490828100136,0.466218926579257,-0.07183943591422877,0.37097710844012105,0.21264416218037732,0.31877250406739926
Kiara,Kiara/Outer Banks,Adventurer-Angel-Heroes,0.6509529064905687,0.7162830130723914,0.6924955438495841,-0.08560191563264419,0.49589793275159705,0.4370292555929306,0.4845094560207379
Pope,Pope/Outer Banks,Angel-Heroes,0.7161522261379453,0.7676714739110976,0.7040927374661363,0.5721958609648928,0.7024820219919091,-0.12010313768546742,0.5570818637977523
JJ,JJ/Outer Banks,Adventurers,0.0671210991079471,0.11942700621767299,0.2047911169447638,-0.676628064291384,-0.1343065390114036,0.5641164972315055,0.02408685269985029
Topper,Topper/Outer Banks,Brute-Diva-Demons,-0.6492843476118539,-0.6878646835852062,-0.340924289244427,-0.24675352885198704,-0.6837243857930343,0.04634498119660892,-0.42703437564831664
Prairie Johnson,Prairie Johnson/The OA,Geek-Adventurer-Heroes,0.5813441244636154,0.66007929844247,0.5872286148466515,-0.06190834835126094,0.512505830934545,0.3068104266982798,0.4310099911723835
Homer,Homer/The OA,Outcast-Angel-Heroes,0.7898609539026604,0.7934067404975326,0.7368934165027669,0.4439103832187343,0.7248252858344582,-0.18095829483946851,0.5513230808527807
Steve Winchell,Steve Winchell/The OA,Outcast-Adventurer-Demons,-0.08195540045181766,-0.03578888105335855,0.1623572160519473,-0.6107030609758878,-0.25979792582909517,0.45040966355160766,-0.06257973145110071
Hunter Aloysius Percy,Hunter Aloysius Percy/The OA,Demon-Heroes,-0.5255511814449739,-0.35364937951033876,-0.04937832340448995,-0.34931629099057593,-0.6017075926634056,0.5683951821360599,-0.21853459764628744
Buck Vu,Buck Vu/The OA,Geek-Angel-Heroes,0.7231662417758329,0.7853754557665172,0.5729205495637265,0.17850089273321573,0.677707028460453,0.0176747912992822,0.4925574932665046
Cassie Thomas,Cassie Thomas/Promising Young Woman,Demon-Heroes,0.041598749399264,0.24559597036415873,0.39121893969323107,-0.46526818563807076,-0.1460297725696918,0.7924897709003792,0.14326757869154508
Ryan Cooper,Ryan Cooper/Promising Young Woman,Diva-Traditionalists,-0.2841848020741632,-0.36324702959732696,-0.1758405266407905,0.19990530861646824,-0.2873918487682653,-0.25121443317265096,-0.1936622219394548
Eric Forman,Eric Forman/That 70's Show,Outcast-Diva-Angels,0.2732336753604197,0.14062993980744604,0.1818437407774058,0.35397735706461136,0.2814302035370885,-0.4665080349866546,0.1274344802600528
Jackie Burkhart,Jackie Burkhart/That 70's Show,Diva-Adventurer-Demons,-0.16627966943818898,-0.20475011935806864,0.06474866563142698,-0.3877033065986146,-0.2723020386744323,0.3325670696555218,-0.10561989979705928
Michael Kelso,Michael Kelso/That 70's Show,Adventurer-Fools,-0.027819305094280232,-0.16318067782137738,-0.12521448891861203,-0.4337393915698576,-0.1163614009560869,0.004591703723913233,-0.14362059343938346
Steven Hyde,Steven Hyde/That 70's Show,Lone Wolf-Adventurer-Demons,-0.24198168270858103,-0.09535605213109995,-0.0506166577573815,-0.6817473438235111,-0.4259144945356921,0.7337792815444995,-0.12697282490196105
Donna Pinciotti,Donna Pinciotti/That 70's Show,Adventurer-Heroes,0.5348172011688802,0.6520055796321303,0.679399910251793,-0.0819696060772331,0.36729731085302064,0.5410866026744713,0.4487728330838437
Fez,Fez/That 70's Show,Diva-Adventurers,0.3473786133728917,0.22194055378684863,0.22987581563949244,-0.19644730502120772,0.258435328854144,-0.10105206198322526,0.126688490774824
Kitty Forman,Kitty Forman/That 70's Show,Diva-Angel-Heroes,0.7045045891936612,0.6143929225015468,0.7028085561530756,0.386478501402768,0.6409960952488934,-0.1920630118839547,0.4761862754359984
Red Forman,Red Forman/That 70's Show,Traditionalist-Demon-Heroes,-0.27176247313737845,-0.11951448746838671,0.19915597696183052,0.05328338087165248,-0.30994309854133917,0.29473278834637423,-0.025674652161207855
Midge Pinciotti,Midge Pinciotti/That 70's Show,Diva-Adventurer-Fools,0.1588186613767188,-0.008211237054428014,-0.026050153096812006,-0.2609443295257194,0.07923089815764994,-0.09199737519937588,-0.02485892255699443
Bob Pinciotti,Bob Pinciotti/That 70's Show,Brute-Adventurer-Fools,-0.006169795801841978,-0.1800836651302696,-0.05501721368975392,-0.21219913782066235,-0.07446104222857232,-0.2287277630380151,-0.1261097696181859
Dr. Horrible,Dr. Horrible/Dr. Horrible's Sing-Along Blog,Geek-Outcast-Demons,-0.24533943837056404,-0.1121502557806454,0.07228570775074046,-0.4942727631621332,-0.35012913466715234,0.5443218920225238,-0.09754733203453846
Captain Hammer,Captain Hammer/Dr. Horrible's Sing-Along Blog,Brute-Diva-Demons,-0.40159504521081296,-0.4206940358735241,-0.10106852334545846,-0.3487735834773366,-0.4728148161646153,0.2509912873434,-0.24899245278805793
Penny,Penny/Dr. Horrible's Sing-Along Blog,Angels,0.8687196832700246,0.7982789105258449,0.634036799498565,0.5494082635699401,0.8888754547662813,-0.3289104458974206,0.5684014442888725
SpongeBob SquarePants,SpongeBob SquarePants/SpongeBob SquarePants,Adventurer-Angels,0.5096216155399907,0.41444421615672206,0.38709238855728356,-0.017304250224365013,0.4834835346965844,-0.15467578051995215,0.27044362070104394
Patrick Star,Patrick Star/SpongeBob SquarePants,Adventurer-Fools,0.23636154349153,0.12594859000215838,0.05316106229713051,-0.20972530967379907,0.21402177187550084,-0.19923783057486474,0.03675497123627598
Squidward Tentacles,Squidward Tentacles/SpongeBob SquarePants,Traditionalist-Demon-Heroes,-0.3497765111584615,-0.24639218027774126,-0.09726238421639385,0.1252186322251939,-0.34187928131694223,0.09216499319774317,-0.13632112192443363
Mr. Krabs,Mr. Krabs/SpongeBob SquarePants,Diva-Demon-Heroes,-0.545836542160633,-0.49586856800576756,-0.08179281517794,-0.33310106112551535,-0.6338432834612501,0.39286220065302024,-0.2829300115463476
Sandy Cheeks,Sandy Cheeks/SpongeBob SquarePants,Adventurer-Heroes,0.504061388090464,0.6082737627672764,0.6701849118063904,-0.017705453747958233,0.4133931029379277,0.39855499096003083,0.4294604504690218
Rebecca Bunch,Rebecca Bunch/Crazy Ex-Girlfriend,Diva-Adventurer-Demons,-0.15241546501176306,-0.15936769097925804,0.024106249218058602,-0.5818141453274551,-0.3052136772980979,0.3742691616553095,-0.133405927957201
Paula Proctor,Paula Proctor/Crazy Ex-Girlfriend,Diva-Adventurer-Heroes,0.4058914940692756,0.4386909512207243,0.6392849792876704,-0.0885674162062188,0.2162051655382937,0.31881800307233954,0.32172052949701413
Josh Chan,Josh Chan/Crazy Ex-Girlfriend,Brute-Adventurer-Fools,0.3309334927256653,0.15648917498540554,0.10952697779601017,0.09715406846503084,0.31126482698916347,-0.36761788794459527,0.10629177550278002
Darryl Whitefeather,Darryl Whitefeather/Crazy Ex-Girlfriend,Diva-Adventurer-Angels,0.5998356299916285,0.4373008014105332,0.4237749162970408,0.270202000885768,0.5902971605241624,-0.43566160621787403,0.3142914838152098
Heather Davis,Heather Davis/Crazy Ex-Girlfriend,Lone Wolf-Adventurer-Heroes,-0.029475639683824936,0.13448894801872519,0.07164279838159132,-0.6052554515704938,-0.20522862473358597,0.7013464070859896,0.011253072916400245
Valencia Perez,Valencia Perez/Crazy Ex-Girlfriend,Diva-Demon-Heroes,-0.19106785754308517,-0.1040670064754197,0.1599679353183881,-0.3495962220808061,-0.3240244758550711,0.579153044132652,-0.03827243041722365
Danny Vinyard,Danny Vinyard/American History X,Outcast-Adventurer-Demons,-0.2790004105692088,-0.22631596206930307,-0.022574995186958307,-0.55378273841242,-0.4167048561248815,0.33850351837568665,-0.1933125739978475
Derek Vinyard,Derek Vinyard/American History X,Lone Wolf-Demon-Heroes,-0.156954440202055,0.025799396599684565,0.3030542719924814,-0.46018468072902374,-0.3484485329914225,0.7129152392287027,0.012696875649727898
Dr. Bob Sweeney,Dr. Bob Sweeney/American History X,Heroes,0.5208853146697395,0.6371115492586786,0.6839800453924693,0.42852059685851535,0.460043060246511,0.14688396145676524,0.47957075464711313
Satine,Satine/Moulin Rouge!,Adventurer-Heroes,0.13058169960111637,0.21123994367143042,0.28175273691838126,-0.42148400180744533,-0.08728962223994342,0.6194007803905225,0.12236692275567697
Christian,Christian/Moulin Rouge!,Outcast-Adventurer-Angels,0.6753467471967096,0.6327615049022154,0.5497058849492349,-0.003579727141724998,0.5831374984808302,0.046178670637762785,0.41392509650417136
Seong Gi-hun,Seong Gi-hun/Squid Game,Outcast-Adventurer-Angels,0.6453709646735536,0.5291975866591586,0.44120334146024665,0.11894940263092163,0.5617464157219514,-0.24327494196944416,0.34219879486273125
Cho Sang-woo,Cho Sang-woo/Squid Game,Traditionalist-Demon-Heroes,-0.4398470130068357,-0.28438840935858284,-0.07290875041915534,-0.04854209471949101,-0.4794583813040024,0.37878046607609206,-0.15772736378866256
Hwang Jun-ho,Hwang Jun-ho/Squid Game,Heroes,0.4194619942058846,0.5976629475365358,0.6765811107355221,0.07711277318494929,0.2928188883733704,0.4742916197664264,0.42298822230044814
Kang Sae-byeok,Kang Sae-byeok/Squid Game,Lone Wolf-Heroes,0.11215091504334251,0.34994775671507206,0.3471909244928318,-0.25841305478212545,-0.014966955291364324,0.6498011142098382,0.19761845006459913
Oh Il-nam,Oh Il-nam/Squid Game,Heroes,-0.17337054548648673,-0.08370563739383023,0.03372725984399217,-0.32506427939567556,-0.2398180962164189,0.3992850623275084,-0.0648243727201518
Han Mi-nyeo,Han Mi-nyeo/Squid Game,Adventurer-Demons,-0.5870645391825495,-0.5676844734159827,-0.3452620853804802,-0.7881349903117519,-0.7303784571827917,0.4419488149145774,-0.42942928842649647
Joe Bradley,Joe Bradley/Roman Holiday,Heroes,0.4236003496710127,0.5204862742628849,0.5813707804671202,-0.0032287304661855177,0.2336673529392213,0.4808049267288588,0.372783492267152
Princess Ann,Princess Ann/Roman Holiday,Adventurer-Angel-Heroes,0.6505830930147277,0.6228017032871699,0.5816007710426996,0.04107458712776559,0.5690261899312804,0.19196005520551443,0.4428410666015263
Emily Cooper,Emily Cooper/Emily in Paris,Diva-Adventurers,0.32760434666373184,0.21434764730975106,0.30777467940770026,-0.08055795351022225,0.24605981936148535,0.052904878366024394,0.17802223626641178
Sylvie Grateau,Sylvie Grateau/Emily in Paris,Demon-Heroes,-0.2800400862778784,-0.11125361016062896,0.15379336082091433,-0.28822239520262344,-0.41060328268963964,0.6814911719611518,-0.04247247359145071
Mindy Chen,Mindy Chen/Emily in Paris,Adventurers,0.4790550374359685,0.43270607086468166,0.4028096514041544,-0.2815765334685276,0.32116958775400617,0.28540643716455316,0.27326170852580606
Gabriel,Gabriel/Emily in Paris,Brute-Adventurer-Heroes,0.3392177413695659,0.31757368299001115,0.3595947860176277,0.08580360739794214,0.19904731460370342,0.1891364092275196,0.24839559026772837
Julien,Julien/Emily in Paris,Diva-Adventurer-Heroes,0.08956291798878309,0.09172724012918343,0.25614884754051287,-0.2651168464121458,-0.05079375864836905,0.3469045332539005,0.07807215564197752
Luc,Luc/Emily in Paris,Adventurers,0.37525030415487076,0.3060911895591559,0.28737550743636486,-0.1781809029136302,0.2640769732482217,0.018180291022708118,0.17879889375128186
Sydney Carton,Sydney Carton/A Tale of Two Cities,Outcast-Adventurer-Heroes,0.2597219914038259,0.38223477469082,0.4081797205233325,-0.35570789624440885,0.060335242508108046,0.5417552250562628,0.21608650965632345
Lucie Manette,Lucie Manette/A Tale of Two Cities,Diva-Angels,0.6760335519383531,0.5512421169540364,0.4780733866377635,0.5899367836613033,0.7135056288888323,-0.4335763041256092,0.42920252732577996
Charles Darnay,Charles Darnay/A Tale of Two Cities,Diva-Heroes,0.40378051596506986,0.44003592775409733,0.5804028237759399,0.34529666036250395,0.3127058287574088,0.1355947157896398,0.3696360787341099
Caleb Smith,Caleb Smith/Ex Machina,Outcast-Diva-Angels,0.45873497502973615,0.43004505952064725,0.3799018998112798,0.514743480039644,0.4720564408866995,-0.3835325278707855,0.31199155456953687
Nathan Bateman,Nathan Bateman/Ex Machina,Demon-Heroes,-0.4689134828144553,-0.293015818723759,-0.07797400629908649,-0.6738367803902783,-0.5977408046577017,0.7831412796931941,-0.22138993553201444
Ava,Ava/Ex Machina,Geek-Heroes,-0.07356854141866662,0.13772373948284986,0.16272204305587284,-0.22858079788525398,-0.13604123370563767,0.5890372931214817,0.07521541710844103
Clarice Starling,Clarice Starling/The Silence of the Lambs,Heroes,0.5217423162222121,0.6651546299697608,0.7140501480237227,0.2888056521635734,0.4560860140960882,0.26286994513311396,0.48478478426807853
Dr. Hannibal Lecter,Dr. Hannibal Lecter/The Silence of the Lambs,Geek-Demon-Heroes,-0.2957349951931973,-0.08791125762282598,0.09487416907129712,-0.4292880213799324,-0.4020148382917069,0.7044039410430825,-0.06927850039554717
Jack Crawford,Jack Crawford/The Silence of the Lambs,Traditionalist-Heroes,-0.107648223444014,-0.03943248624281543,0.2082166884709141,0.410950405572768,-0.10433363699548388,-0.028456988470703874,0.05654929314844415
Belle,Belle/Beauty and the Beast,Angel-Heroes,0.8077547543442362,0.8227503923212242,0.6995795740097308,0.3139719968632522,0.7739757362932042,0.09393876443406567,0.5853285363776188
Gaston,Gaston/Beauty and the Beast,Brute-Demons,-0.6801130754214085,-0.669209809604559,-0.30739691089182525,-0.5097858041187006,-0.755250164648544,0.33399797540949094,-0.43129296487925767
Maurice,Maurice/Beauty and the Beast,Outcast-Adventurer-Angels,0.703508820182244,0.6483339090153383,0.5016813065298583,0.2636886821702594,0.7115069707900887,-0.2371189297775964,0.43193345981836545
Cogsworth,Cogsworth/Beauty and the Beast,Diva-Traditionalist-Heroes,0.04779405104615391,0.1021267843899159,0.35253851488960863,0.4064307139135791,0.04119938825313996,-0.05504035524454015,0.14917484954130955
