character,story,archetype,Care,Fairness,Loyalty,Authority,Sanctity,Liberty,overall_morality
Wynonna Earp,Wynonna Earp/Wynonna Earp,Adventurer-Demon-Heroes,-0.02268118688538274,0.11466790715333976,0.2607245384875736,-0.7349982326012897,-0.25985829401630794,0.7958741064153222,0.02562147309220919
Doc Holliday,Doc Holliday/Wynonna Earp,Lone Wolf-Demon-Heroes,-0.18359528180954415,-0.030370109234064864,0.19476669673822167,-0.5772457651765385,-0.4006081212490175,0.754435560296695,-0.04043617007237473
Waverly Earp,Waverly Earp/Wynonna Earp,Adventurer-Angel-Heroes,0.7762657594167108,0.7303080901319416,0.6764138771123865,0.14526549875932346,0.6973255138251754,0.024413103530733758,0.5083319737960453
Nicole Haught,Nicole Haught/Wynonna Earp,Adventurer-Angel-Heroes,0.770725026188556,0.8346844466069893,0.8265985516029989,0.2665834100653614,0.6574174218877528,0.1556991125973532,0.5852846614915019
Jeremy Chetri,Jeremy Chetri/Wynonna Earp,Geek-Angels,0.7159688185288968,0.6752845926388724,0.5412578149313836,0.40505132896635415,0.7172778773430767,-0.30394283654557436,0.4584829326438349
Rick Grimes,Rick Grimes/The Walking Dead,Heroes,0.33119095361594075,0.48038940373466416,0.6721623883129232,0.08291775906019898,0.20256135697652033,0.3929415054141062,0.3603605611857256
Shane Walsh,Shane Walsh/The Walking Dead,Demons,-0.6186159095154488,-0.5344404686253611,-0.20147193520578002,-0.6221283043025652,-0.7520724231553596,0.5394658150229628,-0.36487720429692533
Lori Grimes,Lori Grimes/The Walking Dead,Brute-Outcast-Divas,-0.03806563040376139,-0.1864326351671174,-0.03347912419038466,0.0976076077564513,-0.13336439583484913,-0.15972540801052487,-0.07557659764169769
Andrea,Andrea/The Walking Dead,Outcast-Demon-Heroes,-0.08399698832823035,-0.05767984771911157,0.22030197367970597,-0.34409537625313563,-0.26989899228197034,0.41978431521005155,-0.019264152615448393
Dale Horvath,Dale Horvath/The Walking Dead,Outcast-Angel-Heroes,0.7453923733890773,0.718147496590701,0.7056674985657787,0.6107103643225223,0.7225407951210893,-0.2661482450014716,0.5393850471646161
Glenn Rhee,Glenn Rhee/The Walking Dead,Angel-Heroes,0.8879964139848079,0.9264608171259533,0.7857882193125851,0.4031497635502383,0.8345863783311512,-0.039448225139479064,0.6330888945275427
Carl Grimes,Carl Grimes/The Walking Dead,Outcast-Adventurer-Heroes,0.5990437922204617,0.6813201980666574,0.7396740481222956,-0.020098661237115338,0.47071143819625394,0.29413889570970875,0.4607982851797104
Daryl Dixon,Daryl Dixon/The Walking Dead,Outcast-Lone Wolf-Heroes,0.19888564251757707,0.409133256438492,0.4708167631212871,-0.25557046834910874,0.05793599843385695,0.5925228819696572,0.2456206790219603
Carol Peletier,Carol Peletier/The Walking Dead,Heroes,0.3175618152543492,0.5135676294535665,0.5922333826344028,-0.03778250872722785,0.1950307335594349,0.5240449041477833,0.3507759927203848
Merle Dixon,Merle Dixon/The Walking Dead,Demons,-0.6434196763712862,-0.5564384736052257,-0.2736948504240519,-0.6939203706990641,-0.7619052567593309,0.5482297782614053,-0.39685814159959226
Neal Caffrey,Neal Caffrey/White Collar,Sophisticate-Adventurer-Heroes,0.1833775565544276,0.24919710988799784,0.3171173411741639,-0.4411950673867307,0.0005801233371690492,0.6530066794926,0.16034729050993798
Peter Burke,Peter Burke/White Collar,Traditionalist-Heroes,0.47201333919906463,0.5677033173605606,0.723909995200699,0.5158377977352435,0.4302591817103838,0.03814733789169267,0.45797849484960745
Mozzie,Mozzie/White Collar,Geek-Adventurer-Heroes,0.12556744007968715,0.20146497011689643,0.28537642190554274,-0.3443414692982116,0.0033922537180656044,0.44369778343970495,0.11919289999361422
Elizabeth Burke,Elizabeth Burke/White Collar,Adventurer-Angel-Heroes,0.7654949458663487,0.7650627541915457,0.7133175316332858,0.3073035574033647,0.6819128187450397,0.10310092515583891,0.5560320888325706
Clinton Jones,Clinton Jones/White Collar,Brute-Angel-Heroes,0.6116495810082013,0.6749261329356577,0.7405963263476868,0.5922141611142479,0.5773723854911804,-0.08673002273032238,0.5183380940277753
Diana Barrigan,Diana Barrigan/White Collar,Heroes,0.37610729537742277,0.5322982766711815,0.6156435398478873,0.13427214689443756,0.2660692939016122,0.40847892202930114,0.38881157912030706
Walter White,Walter White/Breaking Bad,Demon-Heroes,-0.3387852307905642,-0.13028469282565505,0.11073707639353715,-0.39559201486332757,-0.45127903275914405,0.6886435978070458,-0.08609338283968467
Skyler White,Skyler White/Breaking Bad,Diva-Traditionalist-Heroes,-0.11293303533174352,-0.08533944596913777,0.21447932137788644,0.08453049111403936,-0.20876713107349074,0.19849320092863496,0.015077233507698122
