Character,Story,Care_k6,Fairness_k6,Loyalty_k6,Authority_k6,Sanctity_k6,Liberty_k6,Overall_k6,Care_k10,Fairness_k10,Loyalty_k10,Authority_k10,Sanctity_k10,Liberty_k10,Overall_k10,Care_k20,Fairness_k20,Loyalty_k20,Authority_k20,Sanctity_k20,Liberty_k20,Overall_k20,Care_k50,Fairness_k50,Loyalty_k50,Authority_k50,Sanctity_k50,Liberty_k50,Overall_k50,Care_k100,Fairness_k100,Loyalty_k100,Authority_k100,Sanctity_k100,Liberty_k100,Overall_k100,Care_k232,Fairness_k232,Loyalty_k232,Authority_k232,Sanctity_k232,Liberty_k232,Overall_k232,Care_Robust_Avg,Care_Stability_Std,Fairness_Robust_Avg,Fairness_Stability_Std,Loyalty_Robust_Avg,Loyalty_Stability_Std,Authority_Robust_Avg,Authority_Stability_Std,Sanctity_Robust_Avg,Sanctity_Stability_Std,Liberty_Robust_Avg,Liberty_Stability_Std,Robust_Avg
Harvey Bullock,Harvey Bullock/Gotham,-0.3214746707661632,-0.22460840889684536,0.1089225555180719,-0.5030178713695365,-0.4965738362287902,0.5067589185159271,-0.15499888553788935,-0.2710090288140066,-0.19820149571620144,0.10463097443046793,-0.4713057491638254,-0.4750479128547741,0.48981776969259516,-0.13685257373762408,-0.2517853301522316,-0.18934072444247788,0.10896231337785431,-0.454944949467708,-0.46071824809251566,0.44914946791506044,-0.13311291181033638,-0.2476858882328645,-0.18518731205511427,0.10305687191453196,-0.4444688441669309,-0.45008488002237607,0.4443868027269189,-0.12999720830597247,-0.2449654314285945,-0.1818204174072946,0.10256277348972505,-0.438754816481842,-0.44219705333735004,0.4289653714299529,-0.1293682622892339,-0.23541744074621146,-0.1758659226754482,0.09789145044031684,-0.4248219988351257,-0.42247746932181285,0.41036829941461045,-0.12505384695394514,-0.26205629835667865,0.03138286890824793,-0.19250404686556363,0.01742216586333269,0.10433782319516134,0.004215186280672379,-0.4562190382474948,0.027742397577531355,-0.45784989997626985,0.02592318768965233,0.4549077716158442,0.036627505947892054,-0.1348972814391669
Bruce Wayne,Bruce Wayne/Gotham,0.2925290205345857,0.46095346267828613,0.6804965012124005,0.04310869290981482,0.1600044076246303,0.5094487332612424,0.3577568030368266,0.27005833016177977,0.4361106755132839,0.6138283427293292,0.03646683871979399,0.14777739577797325,0.47942272584712453,0.33061071812488074,0.27927602275559443,0.4403801750219233,0.6144085156149364,0.027553243541333757,0.17074874046039168,0.4342912899269419,0.3277763312201869,0.27540567305780284,0.4309892643331666,0.6000233948075754,0.025826369997197743,0.16460124437858342,0.4273578642230803,0.3207006351329011,0.2709634655459715,0.42380597843187606,0.5867860402867717,0.027981081987129917,0.16056500067435486,0.42406071825133146,0.31569371419623926,0.2657244696530551,0.41492212397195033,0.5686033686306512,0.028693067858103327,0.15929887374429863,0.4101282285854203,0.30789502207391317,0.2756594969514649,0.00948530504696393,0.43452694665841435,0.015791976803593524,0.6106910272136107,0.03834862306517217,0.03160488250222893,0.006743794953739662,0.16049927711003867,0.0075553171039284845,0.4474515933491902,0.038426336806849586,0.32673887063082463
Oswald Cobblepot,Oswald Cobblepot/Gotham,-0.5763843109526685,-0.48483713468194634,-0.2504774990165065,-0.6850621952600253,-0.6900726446089466,0.5465053377805754,-0.3567214077899196,-0.5751615557323694,-0.4846924829923323,-0.23273275995891807,-0.6614161790793128,-0.6697801794877243,0.5233144944990464,-0.3500781104586017,-0.559473586808896,-0.46851190296633555,-0.21529498684310597,-0.6273157317328147,-0.649633291473273,0.4705097750193885,-0.34161995413417273,-0.5446155082853837,-0.45589200647866984,-0.2167442864611839,-0.6103224864072792,-0.6317174160244176,0.462198718990281,-0.33284883077777555,-0.5371829471143176,-0.4455121976803269,-0.2107852410143701,-0.5961994800963758,-0.620891498234842,0.44553350364652705,-0.32750631008228426,-0.5263697086784802,-0.43363136960785337,-0.20859753293634847,-0.5781361443762156,-0.6063895615653584,0.42838902078957497,-0.3207892160624468,-0.5531979362620193,0.020539153263800052,-0.4621795157345774,0.020941009670993927,-0.22243871770507218,0.01614299796169639,-0.6264087028253372,0.0404182673197606,-0.6447474318990937,0.031353143651108535,0.4794084751208989,0.04594690087183961,-0.33826063821753344
Selina Kyle,Selina Kyle/Gotham,-0.19145513730112623,0.011834010176132297,0.16379651091348044,-0.814742065153199,-0.40415504807040054,0.9609822817816713,-0.045623241275573635,-0.16907052594768948,0.024981520263110128,0.1284414808659657,-0.8113778459399207,-0.3916380489720021,0.9494412691296698,-0.044870358433477774,-0.17054176262890455,0.01460628506990131,0.1170199768181215,-0.7842588268486157,-0.3763851265731638,0.9073598620470257,-0.048699932019272606,-0.16600475580436516,0.016822068975323595,0.104749088357574,-0.748342510290813,-0.36737718578322837,0.8753479209057711,-0.04746756227328963,-0.16315652243885778,0.016482450693458807,0.10126956269383801,-0.7365647366124499,-0.36087309871798123,0.8526774337554525,-0.048360818437756616,-0.15935019475883733,0.016021196332523732,0.09980417843465123,-0.719597727350406,-0.354361585760942,0.8267837558218524,-0.04845006288019299,-0.1699298164799634,0.011293044797560778,0.016791255251741643,0.004407223953272072,0.11918013301393848,0.0244357574493821,-0.7691472853659006,0.040100580357293795,-0.37579834897961967,0.019018710205292593,0.8954320872402405,0.053479003511864444,-0.04724532921992717
Edward Nygma,Edward Nygma/Gotham,-0.3213542191575113,-0.17183583803800823,0.0023014887066896837,-0.4132225859271333,-0.41055011532741253,0.5445715965849504,-0.12834827885973757,-0.3238658131745498,-0.16961010719259023,0.016733201068983437,-0.3973558379780567,-0.3990048239231262,0.5190563164929859,-0.12567451078439226,-0.328514828807929,-0.17483031891675152,0.013643892260181444,-0.3617922674622286,-0.3928393746971713,0.4711303139941204,-0.12886709727162976,-0.3230950226419824,-0.1729563055170572,0.005431797846878717,-0.3542540301772556,-0.3803824566527901,0.46383637653525045,-0.1269032734344927,-0.32205642100822035,-0.16801301081127346,0.007139988029076775,-0.3476028826713534,-0.3793121269648317,0.4562949782162913,-0.12559157920171848,-0.3146122221544215,-0.16189940492177576,0.0063603840695547,-0.336074094315927,-0.3731002896605571,0.44120617031043285,-0.12301990944544898,-0.32224975449076904,0.004511065099813088,-0.16985749756624272,0.004583447738253042,0.008601791996894126,0.005448780659183443,-0.36838361642199247,0.030228324500940307,-0.3891981978709815,0.014141618027730913,0.4826826253556719,0.040146061833855724,-0.12640077483290327
Alfred Pennyworth,Alfred Pennyworth/Gotham,0.5818150291616412,0.7297819676554598,0.7975074101887903,0.42011396577895316,0.5183753556639481,0.22615464820491868,0.5456247294422852,0.5747449886574671,0.7141838734339798,0.7892268489373443,0.4208901896587218,0.5008499020718812,0.22209828176931515,0.5369990140881182,0.568019940105127,0.7063098149005675,0.7847623495640395,0.4245247633020069,0.49008179800950735,0.178751357666064,0.5254083372578854,0.5515034755467358,0.6913135426804495,0.7573404093996209,0.4073183903572375,0.4738879927156312,0.17581787656947045,0.5095302812115242,0.5455453716941189,0.6799018890378045,0.7381069139353972,0.40193440132461794,0.4703207446712375,0.17367938069302427,0.5015814502260333,0.5359141027816497,0.6654451574342936,0.7174580922228325,0.39318381250549755,0.46256606907472,0.16527411580935805,0.4899735583047253,0.5595904846577899,0.017988224271939187,0.6978227075237591,0.02354970811578232,0.7640670040413374,0.03184694616282517,0.41132758715450585,0.012460428818961108,0.4860136437011542,0.021104653945186843,0.19029594345202508,0.02661702209914121,0.5181862284217619
Barbara Kean,Barbara Kean/Gotham,-0.483715684718721,-0.34264693302235594,-0.03887227170207174,-0.7816064272829077,-0.669864065050659,0.8736454569775335,-0.24050998746653032,-0.4706735234168415,-0.3324839598863415,-0.05832439287234082,-0.7725595738523017,-0.6504944969780129,0.8584658082807716,-0.23767835645417779,-0.45946603351552234,-0.324182003043359,-0.053135950506714415,-0.7474300261354688,-0.646198660939986,0.8013078840674946,-0.23818413167892594,-0.4547788715406319,-0.316667228053441,-0.05669193277674242,-0.7317203369150593,-0.6322100411997728,0.7848487248629037,-0.23453661427045724,-0.4514234705848796,-0.31106334863384005,-0.050711438894724084,-0.7215100943832363,-0.6237685705623994,0.7675544567867357,-0.2318204110453906,-0.44050469262438746,-0.30025444854251065,-0.05005807749259791,-0.6980962061575492,-0.6061419571401232,0.7373561664696535,-0.22628320258125248,-0.46009371273349725,0.015214955014215,-0.3212163201969747,0.015219745590097955,-0.0512990107075319,0.006901057151204755,-0.7421537774544205,0.03157515084376853,-0.6381129653118255,0.022313962768331752,0.8038630829075154,0.052840511857564755,-0.23483545058278907
Leslie Thompkins,Leslie Thompkins/Gotham,0.5903837140164787,0.6978503210907242,0.7998117262493704,0.3448324965332111,0.509676952453117,0.24798935313160603,0.5317574272457514,0.5917497279271897,0.6979150761422033,0.7701620363661902,0.32343635970862883,0.4979213260723429,0.25826234962210326,0.5232411459731097,0.5647945312535839,0.649671609591534,0.7045939885377785,0.3009454507098471,0.44822444448013166,0.22662740480032195,0.48247623822886615,0.551763779339687,0.6324619666111625,0.6686447697250061,0.28767069364251874,0.43805413355708234,0.22937269029748508,0.46799467219549035,0.5400473448693286,0.6165388725687779,0.654037185672598,0.282083704554025,0.4285335306016052,0.22789577438239228,0.45818940210812115,0.5216070791668208,0.5949057219277609,0.6331062157894255,0.2762713687324085,0.41349446843457077,0.22256294111060837,0.4436579658602658,0.5600576960955147,0.02790750080326915,0.6482239279886938,0.04249540714039697,0.7050593203900614,0.06681785026512504,0.30254001231343985,0.026673781071007655,0.4559841425998083,0.0389416276919116,0.23545175222408612,0.014251688633958362,0.484552808601934
Lucius Fox,Lucius Fox/Gotham,0.6678538832073296,0.776929927361844,0.7486596756738929,0.5515162563399096,0.6564759536211408,0.041887055118091474,0.573887125220368,0.6456463127575193,0.7545528536499148,0.7161311092931172,0.5187604266291483,0.6190813120905818,0.04397396033834021,0.5496909957931037,0.6392269851972766,0.7408426162668791,0.6950615550757722,0.5030749524972012,0.6036444476886897,0.03525204463639192,0.5361837668937017,0.6283449643954786,0.7292779267050647,0.6775718397279141,0.49510199014326434,0.5926475506235046,0.036131838024795644,0.5265126849366702,0.6185809649625259,0.7195810642763387,0.6659756418989405,0.49017505938448175,0.5838430574077704,0.03280211754161489,0.5184929842452787,0.6072029024937525,0.7043272468765459,0.6503836138832464,0.47990329180525554,0.5726781757687034,0.03236116754044747,0.5078093997279919,0.6344760021689805,0.021426592910957023,0.7375852725227645,0.02586801399790908,0.6922972392588139,0.0358296941444805,0.5064219961332102,0.025660393762984367,0.6047284162000651,0.02998116633486158,0.03706803053328026,0.004805032746981618,0.5354294928028525
Rick Blaine,Rick Blaine/Casablanca,0.10743914168916256,0.34730663656184446,0.5321150782952986,-0.2358007393523274,-0.05613714030055574,0.7773866161019553,0.2453849321658963,0.1170912472248022,0.31261754431883476,0.438426469142511,-0.22471176634547207,-0.08898742913578579,0.7322860788733514,0.2144536906797069,0.11720311888547236,0.31616799555399333,0.42662819132123425,-0.21808188061992237,-0.07360170571768686,0.7063047302877056,0.21243674161846604,0.11981611501852142,0.30855040238914533,0.4144609928358203,-0.21776157439691574,-0.06392696115606453,0.6702064761739966,0.20522424181075058,0.1160608232384804,0.30156861239548544,0.4024583416376846,-0.2157317325017916,-0.06347679584737179,0.6562663769714204,0.19952427098231793,0.11438604098349305,0.2920145805516283,0.3910727759207654,-0.21140147366752216,-0.061247322374960195,0.6336870613707359,0.19308527713069004,0.11533274783998866,0.004252682798283985,0.31303762862848866,0.018857267329970364,0.43419364152555234,0.0508324234702059,-0.2205815278139919,0.008610198049373586,-0.06789622575540415,0.011791198333512328,0.6960228899631943,0.05324211512343267,0.211684859064638
Ilsa Lund,Ilsa Lund/Casablanca,0.7426372654691408,0.7601521047114354,0.8005053152383715,0.3033670249239031,0.6578055918589382,0.1147226411708348,0.5631983238954372,0.6496861688534491,0.6494078147175174,0.6392002618133001,0.25403925688618845,0.5427992777999922,0.12600296075114326,0.47685595680359844,0.6323871335061021,0.6312082102403843,0.6224114764486622,0.24272870816167236,0.5334726451026066,0.12130860747543117,0.4639194634891432,0.6153476417819056,0.6084162894923579,0.5924392730660328,0.230358557172133,0.5222677790868493,0.11607902699131557,0.44748476126509895,0.5979872099131022,0.5943360660566572,0.5778509941424633,0.2271688633015219,0.5065511400979035,0.11027785054032717,0.4356953540086625,0.5780418634207122,0.5733915006869008,0.5536940205239336,0.2212518369268349,0.4893837758946951,0.09997241472969969,0.41928923536379603,0.636014547157402,0.05796983154211775,0.6361519976508755,0.06638208477052614,0.6310168902054607,0.0884997380347066,0.2464857078953756,0.03025435206982873,0.5420467016401641,0.059830971738241014,0.1147272502764586,0.00905301674408981,0.4677405158042894
Victor Laszlo,Victor Laszlo/Casablanca,0.5352433156073885,0.650178441257589,0.7723620070101314,0.20235868163949294,0.42417764915718403,0.39096375107685855,0.4958806409581074,0.5089358508868894,0.6231586790190374,0.7496966796348618,0.21060868239258526,0.4007784345520154,0.36311605360987625,0.47604906334921093,0.49116463210594785,0.5881031145872285,0.6847497235318835,0.1786709615858192,0.37711753822623906,0.34920246832896235,0.44483473972768,0.4785157424562722,0.5731620772411087,0.6645073766295727,0.1617439607397778,0.3694372798947926,0.3357462244791594,0.4305187769067806,0.4638859016577707,0.5568103413219537,0.6396954757148848,0.15259529244018546,0.3636081318411247,0.3234675583060326,0.4166771168803253,0.4449067851450891,0.53120121570006,0.607023030342463,0.14547877419262778,0.34707228466968587,0.30144737124491705,0.3961882435491404,0.48710870464322625,0.03226129327962944,0.5871023115211629,0.04362688962274984,0.6863390488106328,0.0638121309515618,0.17524272549841471,0.02675367062152571,0.38036521972350695,0.027768381786914768,0.343990571174301,0.03130020686945899,0.4433580968952075
Geralt of Rivia,Geralt of Rivia/The Witcher,0.06695917906601101,0.32011452609398217,0.44699864389559546,-0.2189100329635695,-0.07073436697453765,0.707125330449838,0.2085922132612199,0.06341140573082861,0.3113278793031442,0.4293923286687958,-0.21262197024140825,-0.07426693267359759,0.6955497838139686,0.20213208243362188,0.06686397313708731,0.32056859193499,0.42926957013503786,-0.19531783105175646,-0.06666565303763348,0.6521922237783183,0.2011518124826739,0.06837283627784504,0.31738133892584464,0.4098424472602038,-0.19225963533417084,-0.06471931381438273,0.617343938920134,0.19266026870591232,0.06785095586267899,0.3130143635209853,0.3943444231936258,-0.1860613363534431,-0.0669089324421816,0.5999081727672548,0.18702460775815336,0.06665659900831246,0.3068761739427315,0.3826287112096718,-0.1807358525556105,-0.06507071408964638,0.5838798068164819,0.18237245405532346,0.06668582484712722,0.0017339360940822912,0.31488047895361293,0.005406966416556551,0.41541268739382176,0.024227276543644153,-0.19765110974999311,0.015040142547527625,-0.06806098550532991,0.003716003781496514,0.642666542757666,0.050926817859039124,0.1956555731161508
Ciri,Ciri/The Witcher,0.3837726429503786,0.5257173283267099,0.6843469845818316,-0.4211349629494664,0.15504582480201443,0.7527218896892031,0.34674495123344523,0.33749266644858933,0.476240937666295,0.6004390816817866,-0.38627363139750814,0.15893374670523294,0.6765725480255137,0.31056755818831827,0.3265126332616208,0.4500098337773745,0.5787309458521089,-0.3750680457642214,0.175530451218631,0.6331361615208341,0.2981419966443913,0.31302521305720193,0.4375718953666967,0.5601159530071038,-0.36590778122793266,0.1680118724722101,0.6073908456855931,0.2867013330601455,0.3074876395167602,0.4252449051543814,0.5350053972737101,-0.3560688287858234,0.16306222977231435,0.5868406381868273,0.27692866351969503,0.29538140982265226,0.4067469732858028,0.5218195974452718,-0.34304676127464984,0.15696623487957803,0.5628462942267413,0.26678562473089945,0.3272787008428672,0.03133293042368965,0.4535886455962101,0.042385203261242295,0.5800763266403021,0.05850209164799578,-0.374583335233267,0.02726374770670146,0.16292505997499682,0.007724129599981343,0.6365847295557855,0.06908382232858844,0.2976450212294824
Yennefer,Yennefer/The Witcher,-0.2215660729171993,-0.024080808353256194,0.20009686298185284,-0.7075043833404866,-0.423178009668729,0.957813305478654,-0.03640318430319404,-0.21768014400813995,-0.027811371961762667,0.173644314732746,-0.6827480201338914,-0.4025434383572802,0.9212459786379585,-0.03931544684839494,-0.210249417287454,-0.028893901393117566,0.16470990672259422,-0.6712960299729163,-0.39906057682060847,0.8853762209027681,-0.043235632974788996,-0.20232355347498523,-0.024135186666859276,0.15180471433944207,-0.6512757659054512,-0.38913118845852795,0.8568518375752251,-0.04303485709852608,-0.20072709825047255,-0.025996333799032368,0.15193367104772224,-0.6385543276353443,-0.38460076871739557,0.8303427304255776,-0.04460035448815749,-0.19643128050543024,-0.025930939732394357,0.1444376382884378,-0.620912966023255,-0.3766347157031879,0.8055397280010478,-0.04498875594579697,-0.20816292774061354,0.010015952711628527,-0.026141423651070403,0.0019339771388740426,0.16443785135213254,0.02035857210597786,-0.6620485821685574,0.03143369009556698,-0.3958581162876215,0.016388071401844645,0.8761949668368718,0.056998577704476354,-0.04192970527647644
Fringilla,Fringilla/The Witcher,-0.3141323758688775,-0.16593883198515225,0.17448715438323503,-0.07917304872625289,-0.3936934455020878,0.45506939748986835,-0.05389685836821118,-0.3195277274031307,-0.16586940590788657,0.17893656943227357,-0.07125322422911137,-0.3743244773812352,0.4307513982067745,-0.05354781121371929,-0.3022009263241436,-0.15796376485612124,0.16998964949099793,-0.07007516478951899,-0.3659902727917482,0.3856058072232294,-0.05677244534121744,-0.29662963755222777,-0.14896867391773422,0.15496216359624113,-0.05890723400922477,-0.35731879427701935,0.3600802726199608,-0.057796983923334024,-0.29120041122040063,-0.14076342150167717,0.1494376537940284,-0.05513321178854253,-0.3464967827994952,0.3422411015503978,-0.056985845327614894,-0.2762060163656398,-0.13300866710824605,0.15490598451501927,-0.05689322827869768,-0.32868878407884283,0.32468604330551476,-0.052534111335148716,-0.2999828491224033,0.015753375891601848,-0.1520854608794696,0.013552080920707504,0.16378652920196587,0.012207616698791134,-0.06523918530355803,0.00964973800898075,-0.3610854261384047,0.022535178597516917,0.3830723367326243,0.05112352134250635,-0.05525567591820757
Cahir,Cahir/The Witcher,-0.6338501722871037,-0.4679722827049629,-0.12874408337840534,-0.3174472655010912,-0.711240728864498,0.5165004942013849,-0.290459006422446,-0.6334963787727953,-0.46251039426786816,-0.10979806976614455,-0.28895577690935403,-0.6759514985316385,0.47096218697523196,-0.28329165521209476,-0.6181189506939064,-0.4464096332512192,-0.09249554443041427,-0.273470075167593,-0.6584575105343281,0.42751824888681833,-0.27690557753177375,-0.598769142011054,-0.43501758598817153,-0.08464227769155462,-0.2560558829160646,-0.6421320387806295,0.4076055705823604,-0.268168559467519,-0.5861839679776645,-0.42588613528546526,-0.07695194357181205,-0.24793146439766392,-0.6256473918402677,0.3950833281155537,-0.2612529291595533,-0.566992760719215,-0.41567327412668437,-0.07317204114124337,-0.2362702723403616,-0.6056611754580687,0.3759083527863096,-0.2536435284998772,-0.6062352287436231,0.026999055765947483,-0.44224488427072856,0.020570989447197152,-0.0943006599965957,0.021309427073968032,-0.27002178953868805,0.029805221849898908,-0.6531817240015717,0.03756482963168856,0.4322630302579431,0.052501920449624186,-0.2722868760488773
Tissaia,Tissaia/The Witcher,-0.05626452687798819,0.12177038187598012,0.3540571527800284,0.11758808034661525,-0.11395918155236034,0.4353037534182429,0.1430826099984197,-0.05647526798627956,0.11137611124150514,0.35326283003398945,0.12485469968370176,-0.11464449381245971,0.42477157290553796,0.14052424201099917,-0.0492103723926883,0.1137979103461517,0.35352208450984923,0.1187875184245995,-0.10633442551943036,0.40111469061017513,0.13861290099644283,-0.04512929203967485,0.11298360634144079,0.35077166606764476,0.1233564241446741,-0.10598288376131786,0.38455067825316686,0.13675836650098896,-0.047385266005453716,0.10731349120930185,0.3404865513931505,0.12100960531203264,-0.10375373103252096,0.3663794403444076,0.13067501520348632,-0.04383180547692663,0.1024668322703183,0.3302405124246842,0.11362754833487675,-0.10332785052168246,0.35449046013983326,0.12561094952851723,-0.049716088463168544,0.005475774342764852,0.11161805554744965,0.006511818861911172,0.34705679953489105,0.009685820317278162,0.11987064604108333,0.004090188466886255,-0.10800042769996195,0.0050272023803074025,0.3944350992785606,0.03198612648266919,0.13587734737314236
Dara,Dara/The Witcher,0.6865264535351218,0.7536068307883086,0.636437512739442,0.40520304992328043,0.6715789773589534,-0.16556288886233672,0.4979649892471283,0.6733726090950289,0.7349224895298053,0.598479484340284,0.38939104214801024,0.6510947161323621,-0.15074079083227596,0.4827532584022025,0.5976992526433782,0.6301748004182289,0.5037426255267549,0.3403517224248764,0.5836138035268427,-0.10867167729752143,0.4244850878737599,0.5803028129729237,0.6148412048436183,0.47030173167865436,0.3240948233389602,0.5696084876403277,-0.09466210755441154,0.41074782548667876,0.5587316280011978,0.5871295547640075,0.45429937457856434,0.3099006997320331,0.546607550678277,-0.09407902443740439,0.39376496388611254,0.5225706974283283,0.5462536751279924,0.423115206561666,0.29148523884165617,0.513669894313995,-0.08383890840659398,0.36887596731117395,0.6032005756126632,0.0646537746161953,0.6444880925786601,0.0825942977418346,0.5143959892375609,0.08481243976536891,0.34340442940146937,0.04502026256392162,0.5893622382751263,0.06091147744063296,-0.116259232898424,0.03372498847918281,0.42976534870117594
Triss,Triss/The Witcher,0.8800113981871486,0.9121556869219257,0.8586727027386631,0.43728726605947593,0.8238720325628056,0.002815090546493789,0.6524690295027521,0.8572450068107003,0.8780887038153005,0.8187375932687798,0.42664058753819867,0.7913775317301307,0.011677638583846869,0.6306278436244929,0.8023315762385617,0.7973865458595752,0.7323886412442397,0.40019609039325243,0.7168003673833209,0.004858493457916543,0.5756602857628109,0.7745768240338163,0.775908239439767,0.7002145673837977,0.3922120123773235,0.696184734180565,-0.00361122124536873,0.5559141926949834,0.7621941506800476,0.7640305536809331,0.6889936269810747,0.3871275628930942,0.6842426680105808,-0.009032177410620316,0.5462593974725184,0.7208174686150208,0.7256459591931581,0.6567994825600956,0.36991480165329493,0.6490371362491276,-0.0023790426711770693,0.5199726342665866,0.7995294040942159,0.060047340532083916,0.80886928148511,0.07157419419085556,0.7426344356961084,0.07925398044491921,0.40222972015244,0.02530510305099155,0.726919078352755,0.06706508580589972,0.000721463543515181,0.007280863550211617,0.5801505638873574
Jaskier,Jaskier/The Witcher,0.35466986249610727,0.24753258730896371,0.21864308661592316,-0.39221820550877967,0.23157514745119448,0.1452539593042113,0.13424273961127006,0.3553899712116446,0.24390229368426794,0.2194917722488643,-0.3825962155210532,0.21578539032638486,0.14927327120834408,0.13354108052640876,0.355285449290978,0.24316874034942237,0.21705516140601191,-0.3630525631608856,0.2145792069105772,0.1315983079252669,0.13310571712022845,0.3495273715800098,0.23977376549673945,0.2179636927287571,-0.35822086487537375,0.20849200267675033,0.1120774650753434,0.1282689054470377,0.34532830132460013,0.23498197416438657,0.21229303946198777,-0.3533369517351002,0.20688045481719433,0.10824506927489262,0.12573198121799353,0.33792001108027564,0.22805375313204082,0.20156965682922032,-0.3426690626119896,0.20311973479204323,0.10504166913071614,0.12217262705871777,0.3496868278306026,0.00701685395592747,0.23956885235597014,0.007054614557711215,0.21450273488179405,0.0068216329199773315,-0.36534897723553034,0.018623498295717227,0.21340532282902405,0.010096466616459132,0.12524829031979573,0.019435209930430974,0.1295105084969427
Istredd,Istredd/The Witcher,0.5996748400432914,0.646358919750244,0.7090623078536021,0.396345172201946,0.5544684229253993,0.0426438361036233,0.491425583146351,0.5400301683034836,0.5844373005115823,0.6683901327167454,0.38901173862228905,0.49200304765580943,0.018539982214766913,0.4487353950041128,0.4749194915226442,0.4759268892046093,0.5266953268312872,0.334116724377643,0.40696997510276384,0.034035466820369294,0.37544397897655285,0.43870165328572985,0.45032181494441464,0.4657214367631433,0.31926289609892006,0.3805729088207551,0.03293779494501508,0.34791975080966303,0.4108684087405796,0.4160998225937661,0.44020637247991656,0.2975699104777813,0.3514292469537428,0.02788086968807069,0.3240091051556429,0.3821154439721733,0.38080777708555025,0.4067868040700117,0.269869612834384,0.32994725034146666,0.038349442592051405,0.30131272181593954,0.47438500097798375,0.08225381132613048,0.4923254206816945,0.10246039098864825,0.5361437301191178,0.1252004058776177,0.3343626757688272,0.0501387604901394,0.4192318086333229,0.08694639485336485,0.03239789872731611,0.00843585947830473,0.38147442248471036
Lorelai Gilmore,Lorelai Gilmore/Gilmore Girls,0.3626324269197792,0.36107643279601753,0.42265743858054694,-0.5332453488105335,0.1611243020293425,0.5210152186100175,0.2158767450208617,0.3626960030606411,0.3553738171209157,0.422335452283902,-0.5226293538896113,0.1569662303705323,0.5151127251524126,0.2149758123497987,0.3544396990502017,0.34076690117318276,0.3963107576255866,-0.514661064450658,0.1544563114840733,0.49955744813571673,0.20514500883635053,0.3495075588370336,0.33374316136789495,0.38520057383083567,-0.49844012540711896,0.15536759655612817,0.4870162700138001,0.2020658391997623,0.3453013136591996,0.3280540493182694,0.3769398108674362,-0.48749895796976755,0.1493131873003682,0.4788297668377871,0.19848986166888216,0.3378536631234833,0.32132241567822034,0.36505369535093296,-0.475533857576619,0.1455780021507695,0.463903020679486,0.19302948990104551,0.3520717774417231,0.009844569180960371,0.3400561295757501,0.015568207539482,0.3947496214232067,0.023801189702401658,-0.5053347846840514,0.02199467892804457,0.15380093831520233,0.0055550202565776315,0.49423907490487,0.021867089937914464,0.20493045949611685
Rory Gilmore,Rory Gilmore/Gilmore Girls,0.6213920585682412,0.6280720190252864,0.7202083876563872,0.5587665752614969,0.6002199964896686,-0.11917620983011204,0.5015804711951614,0.6161467829574007,0.6275162643050277,0.7130267945861973,0.5522303642696962,0.5978503471317531,-0.12082178854751353,0.497658127450427,0.5768805112494191,0.57863704165209,0.6478889736336149,0.5119412449950455,0.5743661379549112,-0.06824682811712944,0.4702445135613252,0.5481281485003373,0.5512698746421874,0.5963153507143528,0.4891170960287025,0.5415038100311728,-0.06569248395334071,0.44344029932723533,0.5342832281945422,0.5382443549058628,0.578869867352707,0.4789869422729107,0.5273161283534005,-0.0649799720249904,0.43212009150907216,0.518620068903852,0.5193498868587785,0.5561716634177657,0.45869467125643193,0.5106217038864272,-0.059452187282856284,0.4173343011733999,0.5692417997289655,0.042915089388273986,0.5738482402315387,0.04602368385295529,0.6354135062268375,0.06982084251426111,0.5082894823473806,0.040442398353019375,0.5586463539745556,0.03766762351474674,-0.08306157829265708,0.028759729413125767,0.4603963007027702
Lane Kim,Lane Kim/Gilmore Girls,0.7325218299978338,0.8092654143401833,0.7537998805794165,-0.005326298200164798,0.6074184640550818,0.28741213025639123,0.530848570171457,0.7246715425131903,0.8031824059342225,0.737729046907387,-0.01696500911765486,0.6025062740092607,0.28644089314850263,0.522927525565818,0.7041750917363516,0.7688050140649737,0.6960684432943034,-0.013326372072867656,0.5765199028638697,0.27229135582136077,0.5007555726179985,0.6657148830395085,0.7295215243127579,0.658137737564184,0.003825611264117533,0.543524182583442,0.26161967322788776,0.4770572686653163,0.6455082008395975,0.705124648782955,0.6285673822993262,-0.0005095948238411443,0.527701663507095,0.2622974285103966,0.4614482881859216,0.6186205059057029,0.6716500368043695,0.6007972299716269,0.0005735747224686787,0.497988896825054,0.24475571814926148,0.4390643270630806,0.6818686756720308,0.0457793922542775,0.7479248407065769,0.055209474406797555,0.679183286769374,0.06071179364800666,-0.005288014704657042,0.008260975230498726,0.5592765639739673,0.043554731345168525,0.2691361998523001,0.01637737405956437,0.48868359204493195
