Character,Story,Care_k6,Fairness_k6,Loyalty_k6,Authority_k6,Sanctity_k6,Liberty_k6,Overall_k6,Care_k10,Fairness_k10,Loyalty_k10,Authority_k10,Sanctity_k10,Liberty_k10,Overall_k10,Care_k20,Fairness_k20,Loyalty_k20,Authority_k20,Sanctity_k20,Liberty_k20,Overall_k20,Care_k50,Fairness_k50,Loyalty_k50,Authority_k50,Sanctity_k50,Liberty_k50,Overall_k50,Care_k100,Fairness_k100,Loyalty_k100,Authority_k100,Sanctity_k100,Liberty_k100,Overall_k100,Care_k232,Fairness_k232,Loyalty_k232,Authority_k232,Sanctity_k232,Liberty_k232,Overall_k232,Care_Robust_Avg,Care_Stability_Std,Fairness_Robust_Avg,Fairness_Stability_Std,Loyalty_Robust_Avg,Loyalty_Stability_Std,Authority_Robust_Avg,Authority_Stability_Std,Sanctity_Robust_Avg,Sanctity_Stability_Std,Liberty_Robust_Avg,Liberty_Stability_Std,Robust_Avg
Maid Marian,Maid Marian/Robin Hood,0.8794550940685528,0.8348581752900733,0.7181280151637849,0.4886205286711091,0.862325656159802,-0.15917202836071792,0.6040359068321007,0.847648623185604,0.7960826524018098,0.68421288370753,0.4831534072399859,0.8238659571687844,-0.15311502872716148,0.580308082496092,0.8117666930508416,0.7587509743031822,0.6558968879312137,0.4595209184938335,0.8007063370446433,-0.13216764641705692,0.5590790274011095,0.8023491905163816,0.7499738117979539,0.6384041869195752,0.4467281292372763,0.7884966483178739,-0.12446753972503849,0.5502474045106703,0.7934847164924274,0.7418733846814269,0.626128660868915,0.4415124242316108,0.7793605135056293,-0.1256846863559064,0.5427791689040171,0.7841798679201674,0.7307480447559488,0.6140471458277827,0.43261116799830535,0.7684103484032104,-0.12212351826004025,0.5346455094408958,0.8198140308723292,0.036509252548117065,0.7687145072050657,0.039335439442589104,0.656136296736467,0.03903257039761398,0.45869109597868674,0.02286152312796909,0.8038609100999906,0.034413230215229795,-0.13612174130765356,0.015977641853785966,0.5618491832641476
Little John,Little John/Robin Hood,0.8101892310079056,0.7343606487175339,0.5718276849995316,0.22626356950270926,0.7589016413623151,-0.2381341656828706,0.47723476831785416,0.7812551427501693,0.7054166739425547,0.5762277781492741,0.2362380932929353,0.7299059137917179,-0.24192952959190492,0.4645190120557911,0.7635240536442276,0.6851865010135295,0.5593121898766404,0.22780004969177112,0.7147959590073178,-0.22470307507790405,0.45431927969259706,0.7290454968532009,0.6572413014539839,0.5221530895015122,0.20953849340632472,0.6860400849207486,-0.22126157651295106,0.4304594816038032,0.7193445890366171,0.6470903757106489,0.5147987604088006,0.20698262796298797,0.6747112109362593,-0.21904776800605258,0.4239799660082102,0.707084080972405,0.6357541854904221,0.5025334884698912,0.20405359439503856,0.662207899937186,-0.21456493323458833,0.41617805267172575,0.7517404323774209,0.039962418357532815,0.6775082810547789,0.03781383103636928,0.541142165234275,0.0317740178412154,0.2184794047086278,0.013289533011630009,0.7044271183259242,0.03668170139537234,-0.22660684135104525,0.010972759947341941,0.4444484267249969
Friar Tuck,Friar Tuck/Robin Hood,0.9544865049255001,0.8877012466132304,0.6819737355390254,0.6787322210239521,0.9909017247695237,-0.4809605559328194,0.6188058128230688,0.856213141997108,0.78259968000813,0.6529644321988645,0.6426078947580929,0.8856557000939486,-0.4470016982253637,0.56217319180513,0.8296964377769753,0.7402841764310444,0.6085010509915164,0.6144614908452232,0.8504722521939906,-0.4221105529164971,0.5368841425537088,0.8038085734860857,0.7216977630554494,0.5776087990140106,0.5871147694226211,0.8211805739031844,-0.4017212808028591,0.518281533013082,0.7913066758869547,0.708585789459171,0.5652936231934673,0.5754207759987064,0.8082458761260224,-0.38983461024749605,0.509836355069471,0.7750890984610137,0.6963715029769525,0.5517641115170394,0.5593111587090301,0.7895484167992735,-0.3771424995696428,0.4991569648156111,0.8351000720889395,0.0651558404468107,0.7562066930906629,0.07110527489870178,0.6063509587423206,0.05174511303113215,0.6096080517929376,0.04493370964020827,0.8576674239809905,0.07348533426995207,-0.41979519961577966,0.038808018549437814,0.5408563333466786
Prince John,Prince John/Robin Hood,-0.79003178124973,-0.8326698164646141,-0.5180324914179918,-0.4978566201289648,-0.8378763202000324,0.1838967117433536,-0.5487617196196632,-0.783414961884543,-0.8290421716792804,-0.49727749421597756,-0.4831036148100319,-0.8262293049116418,0.17587073615527354,-0.5405328018910336,-0.7552466033033035,-0.787602232069081,-0.458172909436648,-0.4732699958892035,-0.7854441896955623,0.17815987806283118,-0.5135960087218279,-0.7293028838357876,-0.7668017968626305,-0.4465398220411252,-0.4560931904782648,-0.7627565030391126,0.17206057421845813,-0.4982389370064104,-0.7158091952979491,-0.7501900420917069,-0.4435200331764976,-0.4437150677033212,-0.7484428639967129,0.1667202934655564,-0.4891594848001051,-0.6996828241046293,-0.7286024544480699,-0.4323100281193146,-0.4320261384244119,-0.729555922837682,0.16314971516328827,-0.4765046087951366,-0.7455813749459904,0.036765974714566614,-0.7824847522692305,0.04220077720645401,-0.4659754630679258,0.0339587490400127,-0.46434410457236636,0.024870726328602943,-0.7817175174467907,0.04321238946829787,0.17330965146812685,0.007620680240582921,-0.5111322601390295
Sheriff of Nottingham,Sheriff of Nottingham/Robin Hood,-0.7742590369532775,-0.7969750932850026,-0.44025271626702844,-0.40715309992348503,-0.8278235710840348,0.16979962967175993,-0.5127773146401781,-0.7570639689660085,-0.7789679726357647,-0.3985663046429548,-0.38140134715719104,-0.8006919406245384,0.15065082029192758,-0.49434011895575497,-0.7409339860961796,-0.7523748474354107,-0.3764634238500049,-0.37028991725057075,-0.7839701844278709,0.1396035616613963,-0.48073813289977346,-0.7184780337497813,-0.7349608988740826,-0.37144194038011913,-0.35331877836153325,-0.7632828697956983,0.13214870190388944,-0.4682223032095541,-0.7039534274853586,-0.7171314367691348,-0.3608705651740636,-0.34322446445984517,-0.745102509533547,0.1252181250643973,-0.45751071305959196,-0.6886464400176472,-0.7011889361789319,-0.3513567275371381,-0.3333560978249119,-0.730739564454893,0.11902146166108435,-0.44771105072540623,-0.7305558155447088,0.03265062267064248,-0.7469331975297212,0.03656240699580288,-0.3831586129752182,0.032209801488212814,-0.36479061749625613,0.027149842106151303,-0.7752684399867639,0.036112531217555845,0.13940705004240916,0.01854589607514928,-0.4768832722483765
Romeo Montague,Romeo Montague/Romeo and Juliet,0.0782703029928195,0.008131124060930386,0.19215940635297654,-0.5863782853014685,-0.10842325834840431,0.357162452008911,-0.009846376372372567,0.060356000090477195,-0.006109612781528908,0.15461331295906006,-0.5293872294584732,-0.11045574116865602,0.3231295756350069,-0.017975615787352323,0.06970404294801234,0.008425857914620385,0.1529901909190504,-0.5190953498629192,-0.09074733235414204,0.3167080288875883,-0.010335760257964954,0.0691761852145415,0.011655929284927839,0.14600795173050873,-0.5091271180540498,-0.08813961853978677,0.3104972304035899,-0.009988239993378093,0.06722869029143871,0.010773142188544695,0.14392518516298403,-0.499150571156696,-0.0862024486112648,0.30683704946679885,-0.009431492109699078,0.06624770924933573,0.006704249861308665,0.13882778374286928,-0.4853665508175619,-0.0814828173612667,0.2977473905863853,-0.009553705789821612,0.06849715513110416,0.005837456542086863,0.00659678175480051,0.00648383679038449,0.1547539718112415,0.01923380459045793,-0.5214175174418614,0.0353138871871305,-0.09424186939725344,0.012172726732393556,0.3186802878313801,0.02073631518849781,-0.011188531718431427
Juliet Capulet,Juliet Capulet/Romeo and Juliet,0.46263310681456116,0.3359038734297448,0.4004785244013082,-0.11026023680958964,0.3553052800876315,-0.03000882292057754,0.23567528750051306,0.39164282223971597,0.2702060457675958,0.3044892679057088,-0.08696419627720096,0.2871309408813615,-0.016427145664549593,0.1916796224754386,0.37685225382592114,0.26867120015142953,0.3070063863107841,-0.1036066469026076,0.2910651952795278,0.003579238075054849,0.19059460445668497,0.361927620173905,0.2601934056689039,0.2819483611359595,-0.1068248114447924,0.27831524922395484,0.014884550489979428,0.18174072920798504,0.35796789404924567,0.25613480314121306,0.2748309066583418,-0.10559577657163353,0.2750789479466655,0.01679707665122847,0.1792023086458435,0.3501737216556951,0.24601258576586135,0.26912085161249394,-0.1051097695314587,0.27080179174495855,0.019686275450626626,0.17511424278302948,0.38353290312650734,0.04147393643139478,0.27285365232079145,0.03212499875635714,0.3063123830040994,0.04865997635972146,-0.10306023958954713,0.008197836949548757,0.29294956752734996,0.03146327526569329,0.0014185286802937066,0.020309402943926608,0.1923344658449158
Friar Laurence,Friar Laurence/Romeo and Juliet,0.756797389451224,0.8439150131854855,0.7786009638340593,0.6295750554012812,0.7584226389355766,-0.12346782217362402,0.6073072064390005,0.6306789103578501,0.6867182337973132,0.6989913590004243,0.5782751139474259,0.6227387854205441,-0.12574643126930501,0.5152759952090421,0.608972628945379,0.6393187492779765,0.633776100683703,0.5221440130499405,0.5843690539603092,-0.10686433004039488,0.48028603597948555,0.5828816280276748,0.6111858266354282,0.5940119528305557,0.4846128030219988,0.5470820992282523,-0.10121535134896263,0.45309315973249126,0.5668307708804051,0.5915291915143897,0.569407092892791,0.46305964782647513,0.531673316873843,-0.09402697263115856,0.4380788412261242,0.5380892860753771,0.562217517844502,0.5420345411652049,0.4422983567981233,0.5080305072146993,-0.0799090487120217,0.4187935267309808,0.6140417689563183,0.07700684413108626,0.6558140887091825,0.10148267640943917,0.6361370017344564,0.08869599556075461,0.5199941650075408,0.07202677423199164,0.5920527336055375,0.09100262035484286,-0.10520499269591115,0.017544145418347944,0.4854724608861874
Mercutio,Mercutio/Romeo and Juliet,-0.10584510284493111,-0.08449167937679959,0.10784649679841851,-0.8127337607830587,-0.32280504787148806,0.6846266359847681,-0.08890040968218178,-0.10291163204381132,-0.08411627959285127,0.10725473503305791,-0.8074257920231388,-0.32240700893969587,0.68135764899578,-0.0880413880951099,-0.0907580557544885,-0.07455390412728796,0.1202479269238194,-0.7474666139570153,-0.3039226584199437,0.5959953210756376,-0.08340966404321305,-0.09465117338512818,-0.0710238416068931,0.12224417125947828,-0.7229021169920431,-0.29906432088228824,0.5662283883719484,-0.08319481553915432,-0.09251033928304335,-0.07310043891823023,0.1203612737796621,-0.6987798711801545,-0.29374002032204616,0.5518943168904485,-0.08097917983889392,-0.09052374949487656,-0.07362764919012559,0.11794386230184528,-0.6801907339709284,-0.28817766121887034,0.5354199291217372,-0.07985933374186975,-0.09620000880104651,0.006571469403987307,-0.07681896546869796,0.005913497017714108,0.11598307768271358,0.006675199219630797,-0.7449164814843897,0.05534571690144501,-0.3050194529423887,0.014602688761419371,0.6025870400733866,0.06539400495074814,-0.08406413182340378
The Nurse,The Nurse/Romeo and Juliet,0.6831395732668071,0.6636951102721246,0.854254809955378,0.6399110318445965,0.6291999065709001,-0.24295004142956267,0.5378750650800406,0.5816815706927387,0.5419723916664438,0.740919913984996,0.5438458909286525,0.5158399109457473,-0.19139400863557693,0.455477611597167,0.5276244877230001,0.4817349819513454,0.6690083531309624,0.5151643005579833,0.4476070768876007,-0.22050137436490355,0.4034396376476648,0.5184212402393027,0.46077495049714384,0.6280697470724145,0.47562413835230277,0.432374481213752,-0.19857886528949387,0.3861142820142371,0.5074474809129677,0.44580070844817715,0.6074366793597206,0.46056998961312984,0.4186839037489679,-0.18474104260266203,0.37586628658005017,0.4850094667533935,0.4194269266151545,0.5745879148911337,0.4362574621048341,0.399704500016223,-0.1756160549637878,0.3565617025694918,0.5505539699313683,0.07247122809105674,0.5022341782417316,0.0892520254413622,0.6790462363991009,0.10321359152926063,0.5118954689002498,0.07360777323070167,0.47390162989719853,0.08584461906775007,-0.2022968978809978,0.025047368077342595,0.41922243091477523
Benvolio,Benvolio/Romeo and Juliet,0.3799140922425979,0.35911433722297637,0.6944335955174133,0.2957370891919843,0.2686627980339937,0.04294824920597088,0.3401350269024894,0.3695958820243865,0.33380578353580664,0.6550738680589747,0.28787569061727203,0.22952454209702464,0.05314995222820839,0.32150428642694545,0.3420375347588795,0.3111514368204396,0.6167397265569925,0.2795684974421302,0.21916971018084197,0.010468598061690869,0.2965225839701624,0.2969767569080572,0.2790329447994213,0.5730448193744561,0.2664368084799387,0.18187338696141925,-0.013158978613617874,0.2640342896516124,0.28234805110452343,0.25967809913193995,0.5324471359951638,0.24953171878631633,0.17030168316692443,-0.0011787787574422328,0.24885465157123762,0.2486624103620419,0.23005532721810268,0.4636801755428242,0.21970304830362988,0.149890491907128,-0.00022791689071973,0.21862725607383449,0.3199224545667477,0.052099630507263454,0.2954729881214478,0.04815902352335434,0.5892365535076375,0.0841534412915001,0.26647547547021194,0.028143883168646893,0.20323710205788867,0.04384611762560542,0.015333520872348384,0.026619391753612682,0.28161301576604697
Owen Grady,Owen Grady/Jurassic World,0.35486434065090655,0.4721786611247104,0.589007624699408,-0.39891843064413307,0.1402404797722652,0.6397586445398036,0.29952188669049346,0.3365289966824943,0.4596768518143561,0.5823516386534194,-0.37664961335446717,0.1367092611997276,0.5997707553563726,0.28973131505865046,0.3284141254402539,0.4331664542372415,0.5407246224409156,-0.37030344527001685,0.13968875908955866,0.5929953564091789,0.27744764539118855,0.3260469681700206,0.4260023974938503,0.5196429335062223,-0.3681902738676229,0.13673816443094947,0.5830587264167916,0.2705498193583686,0.3221346799416971,0.41880595105739393,0.5106187742552762,-0.35838205741464274,0.13038983427006773,0.5725738673970934,0.26602350825114757,0.3191615676358918,0.4048666248573746,0.49348994475965313,-0.350228573985491,0.1271799546333703,0.5499474029216918,0.25740282013708177,0.3311917797535441,0.013037005287239632,0.43578282343082114,0.02546412866333816,0.5393059230524825,0.03907401954519112,-0.3704453990893956,0.016784253160986348,0.1351577422326565,0.005246852797690429,0.5896841255068219,0.030119182511105156,0.2767794991478217
Claire Dearing,Claire Dearing/Jurassic World,0.3294117251584521,0.42051839151960063,0.6341563320223313,0.34933741800845747,0.266348087752021,0.21098595094342726,0.368459650900715,0.3286341536071427,0.4240745162195825,0.6013739556019103,0.3170928800165414,0.2664446155425653,0.2157589503482783,0.35889651188933674,0.3343512959406211,0.4138366061587032,0.5696829093106187,0.28898737812792585,0.26849634439875214,0.23537166990553807,0.3517877006403598,0.32746520890932723,0.4054623030941533,0.5571745795632282,0.28798089977915375,0.2617138381920842,0.21924296400386267,0.3431732989236349,0.32447758338115146,0.3991997085069001,0.5453668736244258,0.2849912777959761,0.2607940852260791,0.21382474352828956,0.33810904534380376,0.31891312854783993,0.3889837614588565,0.5326118558515892,0.2803694995880546,0.25691420666571707,0.20730136465020557,0.3308489694603771,0.3272088492574224,0.005181567619869628,0.40867921449296607,0.013355901614057005,0.5733944176623506,0.03794860681198718,0.30145989221935154,0.026795203117294646,0.26345186296286977,0.0043730296466242945,0.2170809405632669,0.0098424042387448,0.3485458628597045
Guy Montag,Guy Montag/Fahrenheit 451,0.23237760385927797,0.4189549634462661,0.5824658864260874,-0.07746626093565048,0.09850140237544411,0.4387130172685769,0.28225776874000036,0.20942557319329982,0.3887635702901981,0.5302080425387095,-0.06660154137515994,0.08955314958597646,0.4081448175486776,0.2599156019636169,0.21723741394841076,0.36935591947535207,0.4713658231940335,-0.08362579679557039,0.0931160867763654,0.39830100399347645,0.24429174176534463,0.19716357229587084,0.3360993004234675,0.41975134563950417,-0.07859627122993362,0.08172326356860792,0.36880173885951006,0.22082382492617114,0.18936490594700495,0.3255606374244067,0.39032869171748136,-0.07616296339092331,0.08096231275463167,0.3532874843901904,0.210556844807132,0.17598399222145178,0.3049575576192945,0.3611705736112064,-0.0728437984698197,0.07629444217193891,0.32614891654491196,0.1952852806164973,0.20359217691088602,0.020272029344991213,0.35728199144649747,0.042739260861956084,0.4592150605211704,0.08519841386807203,-0.07588277203284291,0.0057494357550832535,0.08669177620549408,0.00842073534164922,0.38223282976755724,0.040701993706044055,0.23552184380312705
Linda Montag,Linda Montag/Fahrenheit 451,-0.47623337658568043,-0.6064810331414426,-0.41938854749776794,0.27797828103315636,-0.3671421104499357,-0.5518825052883419,-0.3571915486550021,-0.4194696276160785,-0.5539709409766614,-0.4325971217560384,0.22782553894818827,-0.36201317945656497,-0.4676399143399144,-0.3346442075328449,-0.3922598720116106,-0.4952759233896228,-0.35203734950912696,0.2117523772304876,-0.3174840875987696,-0.44100715794758444,-0.2977186688710378,-0.3833377954925038,-0.48053975507332025,-0.34128106793089774,0.2113763020249029,-0.30846579386192974,-0.4351023248620835,-0.28955840586597204,-0.37113627249537295,-0.4601051630339726,-0.3204815735662763,0.20557854750097623,-0.30264124998084274,-0.4137141292851003,-0.27708330681009813,-0.3520269121182184,-0.43248295846218443,-0.30182553328683637,0.19040325516543938,-0.2886725568021836,-0.3850437962316918,-0.2616080836226125,-0.3990773093865774,0.043948962499825016,-0.504809295679534,0.06428602318726563,-0.36126853225782396,0.05319297593184075,0.22081905031719176,0.030479606677102252,-0.3244031630250377,0.032536937114483536,-0.4490649713257861,0.05748869548744675,-0.30296737022626125
Clarisse McClellan,Clarisse McClellan/Fahrenheit 451,0.5382759868893225,0.5779156920446609,0.49852828453990905,-0.3769963314289305,0.3819173469714219,0.4653276151248992,0.34749476569021387,0.5240808381976603,0.5598024694048538,0.5062153178823651,-0.3545586821986897,0.3755666587891477,0.44444640169770294,0.34259216729550673,0.4934819789382343,0.5219138814309475,0.46619614830314676,-0.35989294021424706,0.3596788272063637,0.4433287288372168,0.3207844374169437,0.4729994816085471,0.5010309154284239,0.438259180264682,-0.3384321713340399,0.3501451259616738,0.43585246803739897,0.309975833327781,0.45518697816182,0.48136819031734757,0.4178209653463153,-0.32241784090288206,0.3399769414189298,0.4182250050324023,0.29836003989565546,0.4296560372135328,0.4541216539746544,0.3865600848867886,-0.30463466186827043,0.3217567735632371,0.39372328521478844,0.2801971954974552,0.48561355016818614,0.041306442419592596,0.516025467100148,0.046988391739048604,0.45226333020386783,0.04678609954262174,-0.3428221046578433,0.02642318956955855,0.354840278985129,0.02246616823548142,0.43348391732406805,0.024700080038486182,0.3165674065205926
Shinji Ikari,Shinji Ikari/Neon Genesis Evangelion,0.1147501484050425,0.05051310387642398,0.01612902369082283,0.35885909284963574,0.19719011579028445,-0.5269825831310603,0.03507648358019153,0.11726567384863984,0.045152735645530885,-0.03405281293611942,0.30703765934105043,0.15771891765771998,-0.44380964350121405,0.024885421675934615,0.11331891283207718,0.062161338626581415,-0.00517266885435888,0.29927818022985186,0.16955616745116392,-0.4279740095368043,0.03519465345808518,0.10994618623203556,0.06016471615274222,-0.015624938248097834,0.2913761652495206,0.16016662064482085,-0.4156748629841125,0.03172564784115147,0.10761841125604829,0.058432703541166406,-0.0035763873993642343,0.2866370033697227,0.15389133039823152,-0.40219727289141916,0.03346763137906426,0.10265165027797613,0.05934568271735454,-0.009053041505258996,0.27304816282174904,0.14712478405492446,-0.3835493664030379,0.03159464532728456,0.1109251638086366,0.005308608947717017,0.05596171342663323,0.006635947129764875,-0.00855847087539609,0.0164066952028216,0.30270604397692175,0.02983235884693135,0.1642746559995242,0.01773757071524328,-0.43336462307460805,0.050335615100866475,0.03199074721028527
Misato Katsuragi,Misato Katsuragi/Neon Genesis Evangelion,0.26000915544403136,0.3414774688452376,0.5174406823090948,-0.5836847603465456,0.01862677514997963,0.7479583559423161,0.21697127955735232,0.26722183732249455,0.3463229947109975,0.4736800594834834,-0.5888504141522471,0.012601766535922283,0.7435268748287535,0.2090838531215673,0.2561659879412662,0.31902768340807836,0.438100237283777,-0.5203929971652398,-0.012968661024173812,0.6038552504841332,0.1806312501546402,0.2496499100380257,0.30183917425180395,0.40572641377874696,-0.47614310792036324,-0.004255610440584797,0.564304376298251,0.17352019266764662,0.24363031701739113,0.2914173462757403,0.39415496726813587,-0.46972064214087866,-0.0070972709429010855,0.5471942174645481,0.16659648915700595,0.23450869050742496,0.2788368044034116,0.378040816189021,-0.45121971008719586,-0.007877434340659843,0.5169758065730025,0.15821082887416738,0.25186431637843903,0.011786571354543711,0.31315357864921156,0.027258314561738266,0.43452386271870985,0.05304803955231503,-0.5150019386354118,0.05971359654514125,-0.00016173917706960406,0.0126832640164564,0.6206358135985007,0.1009030484625381,0.1841689822553966
