index	character	character in latex	character/story	character/story in latex	card url
279	Dukat	Dukat	Dukat/Star Trek: Deep Space Nine	Dukat/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Dukat-0800-235-090.pdf
280	Rom	Rom	Rom/Star Trek: Deep Space Nine	Rom/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Rom-0800-235-090.pdf
281	Miles O'Brien	Miles O'Brien	Miles O'Brien/Star Trek: Deep Space Nine	Miles O'Brien/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Miles-OBrien-0800-235-090.pdf
282	Jake Sisko	Jake Sisko	Jake Sisko/Star Trek: Deep Space Nine	Jake Sisko/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Jake-Sisko-0800-235-090.pdf
283	Winn Adami	Winn Adami	Winn Adami/Star Trek: Deep Space Nine	Winn Adami/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Winn-Adami-0800-235-090.pdf
284	Kasidy Yates	Kasidy Yates	Kasidy Yates/Star Trek: Deep Space Nine	Kasidy Yates/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Kasidy-Yates-0800-235-090.pdf
285	Patrick Jane	Patrick Jane	Patrick Jane/The Mentalist	Patrick Jane/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Patrick-Jane-0800-235-090.pdf
286	Teresa Lisbon	Teresa Lisbon	Teresa Lisbon/The Mentalist	Teresa Lisbon/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Teresa-Lisbon-0800-235-090.pdf
287	Kimball Cho	Kimball Cho	Kimball Cho/The Mentalist	Kimball Cho/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Kimball-Cho-0800-235-090.pdf
288	Wayne Rigsby	Wayne Rigsby	Wayne Rigsby/The Mentalist	Wayne Rigsby/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Wayne-Rigsby-0800-235-090.pdf
289	Grace Van Pelt	Grace Van Pelt	Grace Van Pelt/The Mentalist	Grace Van Pelt/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Grace-Van-Pelt-0800-235-090.pdf
290	Red John	Red John	Red John/The Mentalist	Red John/The Mentalist	https://compstorylab.org/archetypometrics/cards/The-Mentalist-Red-John-0800-235-090.pdf
291	Lincoln Burrows	Lincoln Burrows	Lincoln Burrows/Prison Break	Lincoln Burrows/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Lincoln-Burrows-0800-235-090.pdf
292	Michael Scofield	Michael Scofield	Michael Scofield/Prison Break	Michael Scofield/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Michael-Scofield-0800-235-090.pdf
293	Veronica Donovan	Veronica Donovan	Veronica Donovan/Prison Break	Veronica Donovan/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Veronica-Donovan-0800-235-090.pdf
294	Fernando Sucre	Fernando Sucre	Fernando Sucre/Prison Break	Fernando Sucre/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Fernando-Sucre-0800-235-090.pdf
295	L.J. Burrows	L.J. Burrows	L.J. Burrows/Prison Break	L.J. Burrows/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-LJ-Burrows-0800-235-090.pdf
296	Brad Bellick	Brad Bellick	Brad Bellick/Prison Break	Brad Bellick/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Brad-Bellick-0800-235-090.pdf
297	T-Bag Bagwell	T-Bag Bagwell	T-Bag Bagwell/Prison Break	T-Bag Bagwell/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-T-Bag-Bagwell-0800-235-090.pdf
298	Sara Tancredi	Sara Tancredi	Sara Tancredi/Prison Break	Sara Tancredi/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Sara-Tancredi-0800-235-090.pdf
299	C-Note Franklin	C-Note Franklin	C-Note Franklin/Prison Break	C-Note Franklin/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-C-Note-Franklin-0800-235-090.pdf
300	John Abruzzi	John Abruzzi	John Abruzzi/Prison Break	John Abruzzi/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-John-Abruzzi-0800-235-090.pdf
301	Jack Sparrow	Jack Sparrow	Jack Sparrow/Pirates of the Caribbean	Jack Sparrow/Pirates of the Caribbean	https://compstorylab.org/archetypometrics/cards/Pirates-of-the-Caribbean-Jack-Sparrow-0800-235-090.pdf
302	Hector Barbossa	Hector Barbossa	Hector Barbossa/Pirates of the Caribbean	Hector Barbossa/Pirates of the Caribbean	https://compstorylab.org/archetypometrics/cards/Pirates-of-the-Caribbean-Hector-Barbossa-0800-235-090.pdf
303	Joshamee Gibbs	Joshamee Gibbs	Joshamee Gibbs/Pirates of the Caribbean	Joshamee Gibbs/Pirates of the Caribbean	https://compstorylab.org/archetypometrics/cards/Pirates-of-the-Caribbean-Joshamee-Gibbs-0800-235-090.pdf
304	Will Turner	Will Turner	Will Turner/Pirates of the Caribbean	Will Turner/Pirates of the Caribbean	https://compstorylab.org/archetypometrics/cards/Pirates-of-the-Caribbean-Will-Turner-0800-235-090.pdf
305	Elizabeth Swann	Elizabeth Swann	Elizabeth Swann/Pirates of the Caribbean	Elizabeth Swann/Pirates of the Caribbean	https://compstorylab.org/archetypometrics/cards/Pirates-of-the-Caribbean-Elizabeth-Swann-0800-235-090.pdf
306	James Norrington	James Norrington	James Norrington/Pirates of the Caribbean	James Norrington/Pirates of the Caribbean	https://compstorylab.org/archetypometrics/cards/Pirates-of-the-Caribbean-James-Norrington-0800-235-090.pdf
307	Vincent Vega	Vincent Vega	Vincent Vega/Pulp Fiction	Vincent Vega/Pulp Fiction	https://compstorylab.org/archetypometrics/cards/Pulp-Fiction-Vincent-Vega-0800-235-090.pdf
308	Jules Winnfield	Jules Winnfield	Jules Winnfield/Pulp Fiction	Jules Winnfield/Pulp Fiction	https://compstorylab.org/archetypometrics/cards/Pulp-Fiction-Jules-Winnfield-0800-235-090.pdf
309	Mia Wallace	Mia Wallace	Mia Wallace/Pulp Fiction	Mia Wallace/Pulp Fiction	https://compstorylab.org/archetypometrics/cards/Pulp-Fiction-Mia-Wallace-0800-235-090.pdf
310	Ringo	Ringo	Ringo/Pulp Fiction	Ringo/Pulp Fiction	https://compstorylab.org/archetypometrics/cards/Pulp-Fiction-Ringo-0800-235-090.pdf
311	Marsellus Wallace	Marsellus Wallace	Marsellus Wallace/Pulp Fiction	Marsellus Wallace/Pulp Fiction	https://compstorylab.org/archetypometrics/cards/Pulp-Fiction-Marsellus-Wallace-0800-235-090.pdf
312	Butch Coolidge	Butch Coolidge	Butch Coolidge/Pulp Fiction	Butch Coolidge/Pulp Fiction	https://compstorylab.org/archetypometrics/cards/Pulp-Fiction-Butch-Coolidge-0800-235-090.pdf
313	Jeff Winger	Jeff Winger	Jeff Winger/Community	Jeff Winger/Community	https://compstorylab.org/archetypometrics/cards/Community-Jeff-Winger-0800-235-090.pdf
314	Britta Perry	Britta Perry	Britta Perry/Community	Britta Perry/Community	https://compstorylab.org/archetypometrics/cards/Community-Britta-Perry-0800-235-090.pdf
315	Abed Nadir	Abed Nadir	Abed Nadir/Community	Abed Nadir/Community	https://compstorylab.org/archetypometrics/cards/Community-Abed-Nadir-0800-235-090.pdf
316	Troy Barnes	Troy Barnes	Troy Barnes/Community	Troy Barnes/Community	https://compstorylab.org/archetypometrics/cards/Community-Troy-Barnes-0800-235-090.pdf
317	Annie Edison	Annie Edison	Annie Edison/Community	Annie Edison/Community	https://compstorylab.org/archetypometrics/cards/Community-Annie-Edison-0800-235-090.pdf
318	Shirley Bennett	Shirley Bennett	Shirley Bennett/Community	Shirley Bennett/Community	https://compstorylab.org/archetypometrics/cards/Community-Shirley-Bennett-0800-235-090.pdf
319	Pierce Hawthorne	Pierce Hawthorne	Pierce Hawthorne/Community	Pierce Hawthorne/Community	https://compstorylab.org/archetypometrics/cards/Community-Pierce-Hawthorne-0800-235-090.pdf
320	Craig Pelton	Craig Pelton	Craig Pelton/Community	Craig Pelton/Community	https://compstorylab.org/archetypometrics/cards/Community-Craig-Pelton-0800-235-090.pdf
321	Ben Chang	Ben Chang	Ben Chang/Community	Ben Chang/Community	https://compstorylab.org/archetypometrics/cards/Community-Ben-Chang-0800-235-090.pdf
322	Ian Duncan	Ian Duncan	Ian Duncan/Community	Ian Duncan/Community	https://compstorylab.org/archetypometrics/cards/Community-Ian-Duncan-0800-235-090.pdf
323	Hannah Horvath	Hannah Horvath	Hannah Horvath/Girls	Hannah Horvath/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Hannah-Horvath-0800-235-090.pdf
324	Marnie Michaels	Marnie Michaels	Marnie Michaels/Girls	Marnie Michaels/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Marnie-Michaels-0800-235-090.pdf
325	Jessa Johansson	Jessa Johansson	Jessa Johansson/Girls	Jessa Johansson/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Jessa-Johansson-0800-235-090.pdf
326	Shoshanna Shapiro	Shoshanna Shapiro	Shoshanna Shapiro/Girls	Shoshanna Shapiro/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Shoshanna-Shapiro-0800-235-090.pdf
327	Adam Sackler	Adam Sackler	Adam Sackler/Girls	Adam Sackler/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Adam-Sackler-0800-235-090.pdf
328	Ray Ploshansky	Ray Ploshansky	Ray Ploshansky/Girls	Ray Ploshansky/Girls	https://compstorylab.org/archetypometrics/cards/Girls-Ray-Ploshansky-0800-235-090.pdf
329	Marty Byrde	Marty Byrde	Marty Byrde/Ozark	Marty Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Marty-Byrde-0800-235-090.pdf
330	Wendy Byrde	Wendy Byrde	Wendy Byrde/Ozark	Wendy Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Wendy-Byrde-0800-235-090.pdf
331	Charlotte Byrde	Charlotte Byrde	Charlotte Byrde/Ozark	Charlotte Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Charlotte-Byrde-0800-235-090.pdf
332	Jonah Byrde	Jonah Byrde	Jonah Byrde/Ozark	Jonah Byrde/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Jonah-Byrde-0800-235-090.pdf
333	Ruth Langmore	Ruth Langmore	Ruth Langmore/Ozark	Ruth Langmore/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Ruth-Langmore-0800-235-090.pdf
334	Rachel Garrison	Rachel Garrison	Rachel Garrison/Ozark	Rachel Garrison/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Rachel-Garrison-0800-235-090.pdf
335	Roy Petty	Roy Petty	Roy Petty/Ozark	Roy Petty/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Roy-Petty-0800-235-090.pdf
336	Jacob Snell	Jacob Snell	Jacob Snell/Ozark	Jacob Snell/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Jacob-Snell-0800-235-090.pdf
337	Darlene Snell	Darlene Snell	Darlene Snell/Ozark	Darlene Snell/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Darlene-Snell-0800-235-090.pdf
338	Wyatt Langmore	Wyatt Langmore	Wyatt Langmore/Ozark	Wyatt Langmore/Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-Wyatt-Langmore-0800-235-090.pdf
339	Homer Simpson	Homer Simpson	Homer Simpson/The Simpsons	Homer Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Homer-Simpson-0800-235-090.pdf
340	Bart Simpson	Bart Simpson	Bart Simpson/The Simpsons	Bart Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Bart-Simpson-0800-235-090.pdf
341	Marge Simpson	Marge Simpson	Marge Simpson/The Simpsons	Marge Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Marge-Simpson-0800-235-090.pdf
342	Lisa Simpson	Lisa Simpson	Lisa Simpson/The Simpsons	Lisa Simpson/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Lisa-Simpson-0800-235-090.pdf
343	Apu Nahasapeemapetilon	Apu Nahasapeemapetilon	Apu Nahasapeemapetilon/The Simpsons	Apu Nahasapeemapetilon/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Apu-Nahasapeemapetilon-0800-235-090.pdf
344	Mr. Burns	Mr. Burns	Mr. Burns/The Simpsons	Mr. Burns/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Mr-Burns-0800-235-090.pdf
345	Ned Flanders	Ned Flanders	Ned Flanders/The Simpsons	Ned Flanders/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Ned-Flanders-0800-235-090.pdf
346	Milhouse Van Houten	Milhouse Van Houten	Milhouse Van Houten/The Simpsons	Milhouse Van Houten/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Milhouse-Van-Houten-0800-235-090.pdf
347	Moe Szyslak	Moe Szyslak	Moe Szyslak/The Simpsons	Moe Szyslak/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Moe-Szyslak-0800-235-090.pdf
348	Nelson Muntz	Nelson Muntz	Nelson Muntz/The Simpsons	Nelson Muntz/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Nelson-Muntz-0800-235-090.pdf
349	Krusty the Clown	Krusty the Clown	Krusty the Clown/The Simpsons	Krusty the Clown/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Krusty-the-Clown-0800-235-090.pdf
350	Edna Krabappel	Edna Krabappel	Edna Krabappel/The Simpsons	Edna Krabappel/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Edna-Krabappel-0800-235-090.pdf
351	Waylon Smithers	Waylon Smithers	Waylon Smithers/The Simpsons	Waylon Smithers/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Waylon-Smithers-0800-235-090.pdf
352	Barney Gumble	Barney Gumble	Barney Gumble/The Simpsons	Barney Gumble/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Barney-Gumble-0800-235-090.pdf
353	Principal Skinner	Principal Skinner	Principal Skinner/The Simpsons	Principal Skinner/The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-Principal-Skinner-0800-235-090.pdf
354	Cady Heron	Cady Heron	Cady Heron/Mean Girls	Cady Heron/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Cady-Heron-0800-235-090.pdf
355	Regina George	Regina George	Regina George/Mean Girls	Regina George/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Regina-George-0800-235-090.pdf
356	Gretchen Wieners	Gretchen Wieners	Gretchen Wieners/Mean Girls	Gretchen Wieners/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Gretchen-Wieners-0800-235-090.pdf
357	Karen Smith	Karen Smith	Karen Smith/Mean Girls	Karen Smith/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Karen-Smith-0800-235-090.pdf
358	Janis Ian	Janis Ian	Janis Ian/Mean Girls	Janis Ian/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Janis-Ian-0800-235-090.pdf
359	Damian Leigh	Damian Leigh	Damian Leigh/Mean Girls	Damian Leigh/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Damian-Leigh-0800-235-090.pdf
360	Aaron Samuels	Aaron Samuels	Aaron Samuels/Mean Girls	Aaron Samuels/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Aaron-Samuels-0800-235-090.pdf
361	Ms. Sharon Norbury	Ms. Sharon Norbury	Ms. Sharon Norbury/Mean Girls	Ms. Sharon Norbury/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Ms-Sharon-Norbury-0800-235-090.pdf
362	June George	June George	June George/Mean Girls	June George/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-June-George-0800-235-090.pdf
363	Betsy Heron	Betsy Heron	Betsy Heron/Mean Girls	Betsy Heron/Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-Betsy-Heron-0800-235-090.pdf
364	Don Draper	Don Draper	Don Draper/Mad Men	Don Draper/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Don-Draper-0800-235-090.pdf
365	Peggy Olson	Peggy Olson	Peggy Olson/Mad Men	Peggy Olson/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Peggy-Olson-0800-235-090.pdf
366	Pete Campbell	Pete Campbell	Pete Campbell/Mad Men	Pete Campbell/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Pete-Campbell-0800-235-090.pdf
367	Betty Draper	Betty Draper	Betty Draper/Mad Men	Betty Draper/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Betty-Draper-0800-235-090.pdf
368	Joan Holloway	Joan Holloway	Joan Holloway/Mad Men	Joan Holloway/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Joan-Holloway-0800-235-090.pdf
369	Salvatore Romano	Salvatore Romano	Salvatore Romano/Mad Men	Salvatore Romano/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Salvatore-Romano-0800-235-090.pdf
370	Paul Kinsey	Paul Kinsey	Paul Kinsey/Mad Men	Paul Kinsey/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Paul-Kinsey-0800-235-090.pdf
371	Ken Cosgrove	Ken Cosgrove	Ken Cosgrove/Mad Men	Ken Cosgrove/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Ken-Cosgrove-0800-235-090.pdf
372	Harry Crane	Harry Crane	Harry Crane/Mad Men	Harry Crane/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Harry-Crane-0800-235-090.pdf
373	Rachel Menken	Rachel Menken	Rachel Menken/Mad Men	Rachel Menken/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Rachel-Menken-0800-235-090.pdf
374	Roger Sterling	Roger Sterling	Roger Sterling/Mad Men	Roger Sterling/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Roger-Sterling-0800-235-090.pdf
375	Bert Cooper	Bert Cooper	Bert Cooper/Mad Men	Bert Cooper/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Bert-Cooper-0800-235-090.pdf
376	Henry Francis	Henry Francis	Henry Francis/Mad Men	Henry Francis/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Henry-Francis-0800-235-090.pdf
377	Lane Pryce	Lane Pryce	Lane Pryce/Mad Men	Lane Pryce/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Lane-Pryce-0800-235-090.pdf
378	Stan Rizzo	Stan Rizzo	Stan Rizzo/Mad Men	Stan Rizzo/Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-Stan-Rizzo-0800-235-090.pdf
379	Kurt Hummel	Kurt Hummel	Kurt Hummel/Glee	Kurt Hummel/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Kurt-Hummel-0800-235-090.pdf
380	Sue Sylvester	Sue Sylvester	Sue Sylvester/Glee	Sue Sylvester/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Sue-Sylvester-0800-235-090.pdf
381	Rachel Berry	Rachel Berry	Rachel Berry/Glee	Rachel Berry/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Rachel-Berry-0800-235-090.pdf
382	Will Schuester	Will Schuester	Will Schuester/Glee	Will Schuester/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Will-Schuester-0800-235-090.pdf
383	Artie Abrams	Artie Abrams	Artie Abrams/Glee	Artie Abrams/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Artie-Abrams-0800-235-090.pdf
384	Santana Lopez	Santana Lopez	Santana Lopez/Glee	Santana Lopez/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Santana-Lopez-0800-235-090.pdf
385	Tina Cohen-Chang	Tina Cohen-Chang	Tina Cohen-Chang/Glee	Tina Cohen-Chang/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Tina-Cohen-Chang-0800-235-090.pdf
386	Mercedes Jones	Mercedes Jones	Mercedes Jones/Glee	Mercedes Jones/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Mercedes-Jones-0800-235-090.pdf
387	Noah Puckerman	Noah Puckerman	Noah Puckerman/Glee	Noah Puckerman/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Noah-Puckerman-0800-235-090.pdf
388	Brittany Pierce	Brittany Pierce	Brittany Pierce/Glee	Brittany Pierce/Glee	https://compstorylab.org/archetypometrics/cards/Glee-Brittany-Pierce-0800-235-090.pdf
389	Jean-Luc Picard	Jean-Luc Picard	Jean-Luc Picard/Star Trek: The Next Generation	Jean-Luc Picard/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Jean-Luc-Picard-0800-235-090.pdf
390	William Riker	William Riker	William Riker/Star Trek: The Next Generation	William Riker/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-William-Riker-0800-235-090.pdf
391	Geordi La Forge	Geordi La Forge	Geordi La Forge/Star Trek: The Next Generation	Geordi La Forge/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Geordi-La-Forge-0800-235-090.pdf
392	Tasha Yar	Tasha Yar	Tasha Yar/Star Trek: The Next Generation	Tasha Yar/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Tasha-Yar-0800-235-090.pdf
393	Lieutenant Worf	Lieutenant Worf	Lieutenant Worf/Star Trek: The Next Generation	Lieutenant Worf/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Lieutenant-Worf-0800-235-090.pdf
394	Beverly Crusher	Beverly Crusher	Beverly Crusher/Star Trek: The Next Generation	Beverly Crusher/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Beverly-Crusher-0800-235-090.pdf
395	Deanna Troi	Deanna Troi	Deanna Troi/Star Trek: The Next Generation	Deanna Troi/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Deanna-Troi-0800-235-090.pdf
396	Wesley Crusher	Wesley Crusher	Wesley Crusher/Star Trek: The Next Generation	Wesley Crusher/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Wesley-Crusher-0800-235-090.pdf
397	Data	Data	Data/Star Trek: The Next Generation	Data/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Data-0800-235-090.pdf
398	Guinan	Guinan	Guinan/Star Trek: The Next Generation	Guinan/Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-Guinan-0800-235-090.pdf
399	Randle McMurphy	Randle McMurphy	Randle McMurphy/One Flew Over the Cuckoo's Nest	Randle McMurphy/One Flew Over the Cuckoo's Nest	https://compstorylab.org/archetypometrics/cards/One-Flew-Over-the-Cuckoos-Nest-Randle-McMurphy-0800-235-090.pdf
400	Nurse Ratched	Nurse Ratched	Nurse Ratched/One Flew Over the Cuckoo's Nest	Nurse Ratched/One Flew Over the Cuckoo's Nest	https://compstorylab.org/archetypometrics/cards/One-Flew-Over-the-Cuckoos-Nest-Nurse-Ratched-0800-235-090.pdf
401	Chief Bromden	Chief Bromden	Chief Bromden/One Flew Over the Cuckoo's Nest	Chief Bromden/One Flew Over the Cuckoo's Nest	https://compstorylab.org/archetypometrics/cards/One-Flew-Over-the-Cuckoos-Nest-Chief-Bromden-0800-235-090.pdf
402	Dale Harding	Dale Harding	Dale Harding/One Flew Over the Cuckoo's Nest	Dale Harding/One Flew Over the Cuckoo's Nest	https://compstorylab.org/archetypometrics/cards/One-Flew-Over-the-Cuckoos-Nest-Dale-Harding-0800-235-090.pdf
403	Billy Bibbit	Billy Bibbit	Billy Bibbit/One Flew Over the Cuckoo's Nest	Billy Bibbit/One Flew Over the Cuckoo's Nest	https://compstorylab.org/archetypometrics/cards/One-Flew-Over-the-Cuckoos-Nest-Billy-Bibbit-0800-235-090.pdf
404	Charlie Cheswick	Charlie Cheswick	Charlie Cheswick/One Flew Over the Cuckoo's Nest	Charlie Cheswick/One Flew Over the Cuckoo's Nest	https://compstorylab.org/archetypometrics/cards/One-Flew-Over-the-Cuckoos-Nest-Charlie-Cheswick-0800-235-090.pdf
405	Spike Spiegel	Spike Spiegel	Spike Spiegel/Cowboy Bebop	Spike Spiegel/Cowboy Bebop	https://compstorylab.org/archetypometrics/cards/Cowboy-Bebop-Spike-Spiegel-0800-235-090.pdf
406	Jet Black	Jet Black	Jet Black/Cowboy Bebop	Jet Black/Cowboy Bebop	https://compstorylab.org/archetypometrics/cards/Cowboy-Bebop-Jet-Black-0800-235-090.pdf
407	Faye Valentine	Faye Valentine	Faye Valentine/Cowboy Bebop	Faye Valentine/Cowboy Bebop	https://compstorylab.org/archetypometrics/cards/Cowboy-Bebop-Faye-Valentine-0800-235-090.pdf
408	Ed	Ed	Ed/Cowboy Bebop	Ed/Cowboy Bebop	https://compstorylab.org/archetypometrics/cards/Cowboy-Bebop-Ed-0800-235-090.pdf
409	Vicious	Vicious	Vicious/Cowboy Bebop	Vicious/Cowboy Bebop	https://compstorylab.org/archetypometrics/cards/Cowboy-Bebop-Vicious-0800-235-090.pdf
410	Julia	Julia	Julia/Cowboy Bebop	Julia/Cowboy Bebop	https://compstorylab.org/archetypometrics/cards/Cowboy-Bebop-Julia-0800-235-090.pdf
411	John Michael Dorian	John Michael Dorian	John Michael Dorian/Scrubs	John Michael Dorian/Scrubs	https://compstorylab.org/archetypometrics/cards/Scrubs-John-Michael-Dorian-0800-235-090.pdf
412	Elliot Reid	Elliot Reid	Elliot Reid/Scrubs	Elliot Reid/Scrubs	https://compstorylab.org/archetypometrics/cards/Scrubs-Elliot-Reid-0800-235-090.pdf
413	Christopher Turk	Christopher Turk	Christopher Turk/Scrubs	Christopher Turk/Scrubs	https://compstorylab.org/archetypometrics/cards/Scrubs-Christopher-Turk-0800-235-090.pdf
414	Bob Kelso	Bob Kelso	Bob Kelso/Scrubs	Bob Kelso/Scrubs	https://compstorylab.org/archetypometrics/cards/Scrubs-Bob-Kelso-0800-235-090.pdf
415	Perry Cox	Perry Cox	Perry Cox/Scrubs	Perry Cox/Scrubs	https://compstorylab.org/archetypometrics/cards/Scrubs-Perry-Cox-0800-235-090.pdf
416	Carla Espinosa	Carla Espinosa	Carla Espinosa/Scrubs	Carla Espinosa/Scrubs	https://compstorylab.org/archetypometrics/cards/Scrubs-Carla-Espinosa-0800-235-090.pdf
417	Malcolm Reynolds	Malcolm Reynolds	Malcolm Reynolds/Firefly + Serenity	Malcolm Reynolds/Firefly + Serenity	https://compstorylab.org/archetypometrics/cards/Firefly--Serenity-Malcolm-Reynolds-0800-235-090.pdf
418	River Tam	River Tam	River Tam/Firefly + Serenity	River Tam/Firefly + Serenity	https://compstorylab.org/archetypometrics/cards/Firefly--Serenity-River-Tam-0800-235-090.pdf
