138	Killing Eve	Ozark	https://compstorylab.org/archetypometrics/cards/Ozark-2000-464-341.pdf
139	LOST	The Man in the High Castle	https://compstorylab.org/archetypometrics/cards/The-Man-in-the-High-Castle-2000-464-341.pdf
140	La La Land	The Last of the Mohicans	https://compstorylab.org/archetypometrics/cards/The-Last-of-the-Mohicans-2000-464-341.pdf
141	Law & Order: SVU	Damages	https://compstorylab.org/archetypometrics/cards/Damages-2000-464-341.pdf
142	Les Misérables	The Simpsons	https://compstorylab.org/archetypometrics/cards/The-Simpsons-2000-464-341.pdf
143	Lilo & Stitch	Entourage	https://compstorylab.org/archetypometrics/cards/Entourage-2000-464-341.pdf
144	Little Women	Booksmart	https://compstorylab.org/archetypometrics/cards/Booksmart-2000-464-341.pdf
145	Locke & Key	The Boondock Saints	https://compstorylab.org/archetypometrics/cards/The-Boondock-Saints-2000-464-341.pdf
146	Lord of the Rings	Euphoria	https://compstorylab.org/archetypometrics/cards/Euphoria-2000-464-341.pdf
147	Lucifer	The Da Vinci Code	https://compstorylab.org/archetypometrics/cards/The-Da-Vinci-Code-2000-464-341.pdf
148	M*A*S*H	Sleepless in Seattle	https://compstorylab.org/archetypometrics/cards/Sleepless-in-Seattle-2000-464-341.pdf
149	Macbeth	Shameless	https://compstorylab.org/archetypometrics/cards/Shameless-2000-464-341.pdf
150	Mad Max: Fury Road	Tropic Thunder	https://compstorylab.org/archetypometrics/cards/Tropic-Thunder-2000-464-341.pdf
151	Mad Men	Blue Bloods	https://compstorylab.org/archetypometrics/cards/Blue-Bloods-2000-464-341.pdf
152	Maleficent	When Harry Met Sally...	https://compstorylab.org/archetypometrics/cards/When-Harry-Met-Sally-2000-464-341.pdf
153	Mamma Mia!	Mean Girls	https://compstorylab.org/archetypometrics/cards/Mean-Girls-2000-464-341.pdf
154	Marvel Cinematic Universe	Modern Family	https://compstorylab.org/archetypometrics/cards/Modern-Family-2000-464-341.pdf
155	Mean Girls	Bloodline	https://compstorylab.org/archetypometrics/cards/Bloodline-2000-464-341.pdf
156	Mindhunter	Mad Men	https://compstorylab.org/archetypometrics/cards/Mad-Men-2000-464-341.pdf
157	Modern Family	Supergirl	https://compstorylab.org/archetypometrics/cards/Supergirl-2000-464-341.pdf
158	Money Heist	Fleabag	https://compstorylab.org/archetypometrics/cards/Fleabag-2000-464-341.pdf
159	Monsters, Inc.	Glee	https://compstorylab.org/archetypometrics/cards/Glee-2000-464-341.pdf
160	Moulin Rouge!	Monsters, Inc.	https://compstorylab.org/archetypometrics/cards/Monsters-Inc-2000-464-341.pdf
161	Mr. Robot	Star Trek: The Next Generation	https://compstorylab.org/archetypometrics/cards/Star-Trek-The-Next-Generation-2000-464-341.pdf
162	Mrs Dalloway	Maleficent	https://compstorylab.org/archetypometrics/cards/Maleficent-2000-464-341.pdf
163	Mulan	One Flew Over the Cuckoo's Nest	https://compstorylab.org/archetypometrics/cards/One-Flew-Over-the-Cuckoos-Nest-2000-464-341.pdf
